,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
3027,1,3,1,13,1,1,2,3,1,2,30,0,0,0,1,14351,10,400,2,4,4,1,5,0,0,0,0,0,3,2,0,-1.0,1,0
3029,3,4,2,17,1,2,4,4,1,1,34,1,1,0,1,13556,6,400,1,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,0
3030,7,1,6,17,1,7,8,1,1,1,60,0,0,0,0,10447,10,400,1,4,4,1,5,0,0,0,6,0,1,1,0,-1.0,0,1
3033,9,4,1,13,1,5,10,4,1,1,34,1,0,0,1,8132,3,400,1,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,1,0
3034,0,2,1,5,1,6,1,3,1,1,29,1,0,0,3,11462,2,400,2,4,4,3,5,0,0,0,0,0,1,2,0,-1.0,2,0
3043,1,5,1,6,1,7,12,5,1,1,47,0,4,1,5,11755,12,400,4,4,4,3,6,1,1,0,0,0,1,2,1,-1.0,2,0
3046,7,4,1,9,1,6,8,4,1,1,36,0,1,0,2,7287,4,400,3,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,1,0
3048,1,3,2,13,1,2,2,4,1,1,37,0,2,1,1,1343,1,400,1,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
3051,10,3,2,17,1,7,11,3,1,1,52,0,0,0,0,9601,7,400,4,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,0,0
3054,10,1,5,13,1,7,11,1,1,1,74,0,1,0,1,10081,13,400,3,4,4,0,6,0,0,0,3,4,2,1,1,-1.0,1,0
3065,0,3,2,9,1,5,1,4,1,1,64,0,2,1,1,2399,4,400,3,4,4,5,7,0,0,0,3,0,1,0,2,-1.0,1,0
3066,5,3,2,13,1,2,6,4,1,2,21,1,1,0,5,4823,2,400,4,4,4,1,4,0,0,0,0,0,1,0,1,-1.0,2,0
3068,11,3,2,6,1,5,12,5,1,1,44,0,2,1,1,7731,3,400,2,4,4,1,6,0,0,0,6,0,1,1,2,-1.0,1,0
3072,8,2,0,9,1,6,9,4,1,1,42,0,1,0,1,12183,9,400,1,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,1
3074,0,3,0,17,1,7,1,3,1,1,52,0,0,0,1,3216,10,400,3,4,4,0,7,0,0,0,1,0,1,0,0,-1.0,1,0
3076,10,5,3,2,1,6,11,5,1,1,39,0,0,0,2,4017,15,400,4,4,4,1,6,0,0,0,1,0,1,0,0,-1.0,1,0
3082,3,2,5,6,1,6,1,2,1,2,0,0,0,0,5,7990,5,400,1,4,4,3,0,0,0,0,0,0,1,1,0,-1.0,2,0
3088,6,3,5,17,1,5,7,3,1,1,59,0,0,0,0,11280,1,400,2,4,4,1,7,0,0,0,6,0,1,1,0,-1.0,0,0
3102,7,1,6,9,1,2,8,1,1,1,61,0,2,1,1,10345,16,400,2,4,4,0,7,0,0,0,6,0,1,1,2,-1.0,1,0
3106,0,4,2,5,1,2,1,4,1,1,44,0,0,0,1,5550,8,700,3,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
3108,11,2,4,13,1,2,11,1,1,1,48,0,2,1,2,11307,7,400,2,4,4,3,7,0,0,1,1,0,1,1,2,-1.0,1,0
3110,4,3,1,13,1,2,5,3,1,2,31,1,1,0,2,9332,10,400,2,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
3123,9,1,3,17,1,2,10,1,1,1,46,0,1,0,1,8448,8,400,3,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,1,0
3128,7,2,1,13,1,2,8,2,1,1,32,0,1,0,1,10416,12,400,1,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
3129,4,3,0,2,1,2,5,4,1,1,40,1,1,0,5,8385,14,400,4,4,4,0,6,0,0,0,3,0,1,1,1,-1.0,2,0
3130,7,3,6,9,1,6,8,4,1,1,30,1,4,1,5,13958,1,400,2,4,4,3,5,0,0,0,0,0,1,2,1,-1.0,2,0
3139,9,4,5,18,1,7,10,4,0,0,46,0,2,1,5,13527,2,400,2,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,2,0
3142,8,1,1,17,1,1,9,1,1,1,55,1,0,0,1,2585,13,400,1,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,1,0
3144,7,4,6,6,1,7,1,2,1,2,25,0,1,0,1,13908,4,400,2,4,4,3,5,0,0,0,3,0,1,2,1,-1.0,1,0
3153,3,4,6,9,1,2,4,4,1,2,34,0,0,0,2,15280,12,400,3,4,4,1,6,0,0,0,1,0,1,2,0,-1.0,1,0
3155,2,3,0,13,1,6,3,4,1,1,26,0,0,0,0,14469,12,400,2,4,4,3,5,0,0,0,0,0,1,2,0,-1.0,0,0
3159,1,4,0,13,1,6,2,5,1,2,54,0,0,0,1,8643,15,400,3,4,4,0,5,0,0,0,1,0,1,1,0,-1.0,1,0
3160,0,3,0,6,1,2,1,3,1,2,45,1,0,0,1,14395,9,400,3,4,4,0,6,0,0,0,1,0,1,2,0,-1.0,1,0
3161,6,4,6,17,1,5,7,4,1,1,61,0,2,1,2,4063,2,400,3,4,4,1,7,0,0,0,0,0,1,0,2,-1.0,1,0
3162,6,1,1,13,1,7,7,2,1,1,26,0,2,1,2,11482,14,400,1,4,4,5,5,0,0,0,3,0,1,2,2,-1.0,1,0
3165,5,4,2,13,1,7,6,4,1,1,46,0,0,0,5,8609,1,400,1,4,4,0,7,0,0,0,3,0,1,1,0,-1.0,2,0
3175,7,3,6,13,1,5,8,3,1,1,35,1,0,0,1,10977,3,400,3,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
3177,10,3,2,17,1,5,4,1,1,1,63,0,0,0,1,5940,15,400,4,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
3182,8,1,4,13,1,5,9,2,1,1,46,1,0,0,1,3357,12,400,4,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
3183,7,1,5,13,1,2,8,4,1,1,30,0,1,0,2,7283,9,400,1,4,4,3,4,0,0,0,0,0,1,1,1,-1.0,1,0
3191,5,3,5,9,1,7,6,4,1,1,29,0,1,0,1,14408,7,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
3195,5,3,6,17,1,5,6,3,1,1,37,0,1,0,1,6137,3,400,3,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,1,0
3201,6,4,2,9,1,6,7,4,1,1,33,0,1,0,1,3237,3,400,3,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
3205,3,2,3,13,1,1,4,3,1,2,27,1,2,1,2,1161,6,400,1,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
3210,6,4,6,9,1,5,7,5,1,2,45,1,0,0,1,11121,6,400,4,4,4,3,6,0,0,0,0,0,1,1,0,-1.0,1,0
3212,4,4,4,9,1,6,12,4,1,1,52,0,0,0,1,10830,10,400,2,4,4,1,7,0,0,0,1,1,1,1,0,-1.0,1,0
3220,9,2,0,17,1,2,10,3,1,1,46,0,2,1,1,14424,7,400,2,4,4,0,7,0,0,1,1,0,1,2,2,-1.0,1,0
3222,6,4,5,13,1,7,7,5,1,1,62,0,6,2,5,4417,12,400,3,4,4,3,7,0,0,0,0,0,1,0,0,-1.0,2,0
3233,2,2,5,6,1,6,5,2,1,2,0,1,0,0,5,13719,12,400,1,4,4,0,0,0,0,0,0,0,1,2,0,-1.0,2,0
3235,6,2,5,6,1,7,7,4,1,1,30,0,1,0,2,4356,6,400,3,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,1
3237,9,1,6,17,1,2,10,4,1,1,59,0,2,1,2,11215,13,400,1,4,4,3,7,0,0,0,0,4,2,1,2,-1.0,1,0
3239,1,3,0,6,1,5,2,4,1,2,32,0,2,1,2,6289,10,400,1,4,4,1,6,0,0,0,3,0,1,1,2,-1.0,1,0
3240,7,2,2,13,1,3,8,2,1,1,71,1,0,0,1,14081,15,400,1,4,4,1,7,0,0,0,1,0,1,2,0,-1.0,1,0
3250,7,1,2,13,1,6,8,4,1,1,34,0,1,0,3,14254,4,400,3,4,4,5,6,0,0,0,0,0,1,2,1,-1.0,2,0
3259,11,2,0,13,1,7,12,3,1,1,52,0,0,0,1,10144,16,400,3,4,4,5,7,0,0,0,3,4,2,1,0,-1.0,1,0
3260,0,4,1,17,1,2,1,4,1,1,68,0,2,1,1,11383,8,400,3,4,4,3,7,0,0,0,6,4,2,2,2,-1.0,1,0
3266,0,3,6,17,1,5,1,5,1,1,50,0,2,1,3,14394,16,400,4,4,4,5,7,0,0,0,0,0,1,2,2,-1.0,2,0
3267,11,4,2,9,1,5,11,3,1,1,42,0,4,1,5,4261,10,400,4,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,2,0
3269,5,5,0,9,1,5,2,5,1,2,35,0,1,0,2,12357,12,400,3,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,0
3272,10,1,4,17,1,5,11,1,1,1,61,0,1,0,5,7637,1,400,1,4,4,1,7,0,0,0,0,0,1,1,1,-1.0,2,0
3276,10,2,2,17,1,6,1,4,1,1,32,0,0,0,1,9830,9,400,2,4,4,3,5,0,0,0,1,0,1,1,0,-1.0,1,0
3277,9,3,1,5,1,6,10,4,1,1,54,0,6,2,5,10972,7,400,2,4,4,5,6,0,0,0,6,0,1,1,0,-1.0,2,0
3278,10,4,1,6,1,5,11,4,1,1,23,0,1,0,0,6944,1,400,2,2,3,0,4,0,0,0,0,0,1,1,1,-1.0,0,0
3280,2,3,0,3,1,3,3,3,1,1,28,0,2,1,5,106,5,400,1,4,4,0,6,0,0,0,1,4,2,0,2,-1.0,2,0
3285,10,1,3,13,1,6,11,1,1,1,29,1,1,0,0,11863,16,400,3,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,0,0
3291,0,4,2,9,1,2,1,4,1,1,54,0,1,0,1,8003,13,400,3,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,1,0
3298,2,3,2,13,1,6,3,3,1,1,41,1,0,0,1,8674,12,400,4,4,4,0,6,0,0,0,1,4,2,1,0,-1.0,1,0
3300,3,3,6,6,1,1,4,4,1,2,0,0,2,1,5,8733,9,400,1,4,4,3,0,0,0,0,0,0,1,1,2,-1.0,2,0
3303,11,5,4,6,1,7,11,3,1,1,31,0,0,0,0,624,7,400,3,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
3304,8,1,3,9,1,2,9,1,1,1,42,0,1,0,1,2019,15,400,2,4,4,0,6,0,0,0,3,0,1,0,1,-1.0,1,0
3305,11,1,6,17,1,2,12,3,1,1,54,0,1,0,3,6535,2,400,3,4,4,1,5,0,0,0,3,0,1,1,1,-1.0,2,0
3331,3,1,4,9,1,1,4,4,1,2,28,0,2,1,2,7994,6,400,2,4,4,0,5,0,0,0,1,0,1,1,2,-1.0,1,0
3333,8,4,3,13,1,7,7,2,1,1,27,0,1,0,1,10565,3,400,4,4,4,1,5,0,0,0,6,0,1,1,1,-1.0,1,0
3338,4,3,1,9,1,6,4,1,1,2,32,1,4,1,5,644,9,400,4,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,2,0
3339,2,4,2,6,1,6,3,4,1,1,37,0,1,0,2,1408,16,400,1,4,4,1,6,0,0,0,0,4,2,0,1,-1.0,1,0
3348,11,4,0,9,1,6,12,4,1,1,36,0,1,0,1,13698,14,400,2,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,0
3351,10,2,0,9,1,1,11,2,1,1,30,1,2,1,1,5511,15,400,4,4,4,1,5,0,0,0,3,0,1,0,2,-1.0,1,0
3352,10,3,2,17,1,7,11,4,1,1,41,1,1,0,1,5165,11,400,4,4,4,3,6,0,0,0,3,0,1,0,1,-1.0,1,0
3356,11,2,0,17,1,2,12,3,1,1,34,0,1,0,0,2352,14,400,1,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,0,0
3357,8,3,1,17,1,6,9,3,1,1,43,0,2,1,2,5999,1,400,1,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
3361,8,3,3,17,1,5,9,4,1,1,36,0,2,1,1,1477,2,400,2,4,4,1,6,0,0,0,6,0,3,0,2,-1.0,1,0
3364,1,4,0,6,1,6,2,5,1,1,36,0,0,0,1,6286,1,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
3377,5,5,4,13,1,1,6,5,1,2,41,0,1,0,1,2480,13,400,2,4,4,0,6,0,0,0,3,0,1,0,1,-1.0,1,0
3379,6,4,1,9,1,7,7,5,1,1,55,0,2,1,1,13480,11,400,4,4,4,3,7,0,0,0,1,0,1,2,2,-1.0,1,0
3384,5,5,2,17,1,6,12,3,1,1,54,1,0,0,5,11510,12,400,2,4,4,1,7,0,0,0,1,0,1,2,0,-1.0,2,0
3385,3,3,3,17,1,6,4,4,1,2,24,0,2,1,1,7080,10,400,2,4,4,3,4,0,0,0,0,0,1,1,2,-1.0,1,0
3390,0,3,0,2,1,1,1,5,1,1,42,0,0,0,2,3774,14,400,4,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,0
3392,8,1,6,17,1,5,9,1,1,1,58,1,2,1,1,9375,11,400,2,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,1,0
3396,7,2,6,13,1,6,8,4,1,1,55,1,2,1,1,11442,5,400,1,4,4,1,7,0,0,0,6,0,1,2,2,-1.0,1,0
3398,7,3,5,13,1,6,8,5,1,1,57,0,2,1,5,11075,8,400,4,4,4,5,7,0,0,0,1,0,1,1,2,-1.0,2,0
3399,10,1,5,13,1,2,11,2,1,1,37,1,1,0,1,14954,14,400,4,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
3401,2,2,0,9,1,5,3,3,1,1,31,0,2,1,2,2274,12,400,4,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
3403,10,1,1,13,1,2,11,1,1,1,27,0,1,0,2,2269,9,400,2,4,4,1,6,0,0,0,6,4,2,0,1,-1.0,1,0
3410,8,3,6,17,1,5,9,3,1,1,35,0,2,1,2,9764,16,400,1,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
3412,9,1,4,17,1,1,10,3,1,1,49,1,0,0,1,7702,6,500,1,4,4,3,7,0,0,0,0,2,1,1,0,-1.0,1,0
3413,11,1,2,17,1,2,12,1,1,1,60,1,1,0,2,6218,16,400,4,4,4,1,7,0,0,0,6,0,1,1,1,-1.0,1,0
3415,9,5,1,0,1,7,10,5,1,1,31,0,0,0,2,13291,10,400,2,4,4,3,6,0,0,0,1,0,1,2,0,-1.0,1,0
3419,0,3,6,17,1,1,1,5,1,2,31,0,1,0,1,14112,5,400,4,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
3420,9,5,4,17,1,5,3,4,1,1,46,1,1,0,2,11407,8,400,3,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
3425,2,2,0,6,1,5,3,3,1,2,25,0,2,1,1,5912,16,400,3,4,4,1,4,0,0,0,0,0,1,0,2,-1.0,1,0
3433,4,4,0,6,1,5,5,4,1,1,34,0,0,0,1,7042,4,400,4,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
3434,6,2,2,17,1,2,7,2,1,1,46,1,0,0,5,10147,12,400,3,4,4,3,7,0,0,0,1,0,1,1,0,-1.0,2,0
3437,3,4,4,17,1,1,4,4,1,1,30,1,2,1,1,1292,14,400,3,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
3441,9,1,4,13,1,7,10,2,1,1,43,1,0,0,0,7246,9,400,3,4,4,0,6,0,0,0,1,4,2,1,0,-1.0,0,0
3446,2,4,2,18,1,6,3,4,1,1,40,0,2,1,3,11586,1,400,3,4,4,5,7,0,0,0,6,0,1,2,2,-1.0,2,0
3448,9,2,5,13,1,6,10,2,1,1,29,0,2,1,1,11515,8,400,4,4,4,3,4,0,0,0,0,0,1,2,2,-1.0,1,0
3449,0,3,6,9,1,5,9,2,1,2,29,0,1,0,2,14151,16,400,2,4,4,5,5,0,0,0,3,0,1,2,1,-1.0,1,0
3450,2,4,4,13,1,7,3,5,1,1,62,0,2,1,1,11268,7,400,4,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,1,0
3452,5,4,4,13,1,5,6,4,1,1,23,1,0,0,1,11665,2,400,4,4,4,1,4,0,0,0,0,0,1,2,0,-1.0,1,0
3453,10,4,0,5,1,7,11,4,1,1,36,0,2,1,2,15068,15,400,1,4,4,0,7,0,0,1,0,0,1,2,2,-1.0,1,0
3457,8,1,1,9,1,2,9,1,1,1,44,1,1,0,1,2938,6,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,1,0
3460,11,1,0,17,1,7,12,3,1,1,27,1,1,0,1,14969,8,400,4,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,1,0
3465,3,1,3,11,1,5,4,3,1,2,34,0,2,1,5,3636,12,400,2,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,2,0
3469,1,4,0,6,1,5,2,5,1,1,60,0,2,1,1,1622,14,400,3,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
3481,3,3,3,13,1,6,4,4,1,1,63,0,1,0,1,9811,14,400,2,4,4,1,7,0,0,0,0,0,1,1,1,-1.0,1,0
3483,11,3,6,9,1,5,12,3,1,1,53,0,2,1,2,7583,4,400,1,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
3484,4,3,1,6,1,2,5,3,1,2,0,0,2,1,5,295,11,400,1,4,4,3,0,0,0,0,0,4,2,0,2,-1.0,2,0
3486,7,2,2,17,1,6,8,3,1,1,42,0,1,0,3,14082,12,400,2,4,4,3,7,0,0,0,6,0,1,2,1,-1.0,2,0
3495,3,4,4,13,1,2,1,3,1,1,32,0,0,0,1,1521,15,400,3,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,1
3499,7,4,3,9,1,7,1,4,1,1,28,0,0,0,1,11079,6,400,4,4,4,3,5,0,0,0,1,0,1,1,0,-1.0,1,1
3503,11,2,1,17,1,2,12,2,1,1,39,0,2,1,5,9777,16,400,2,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,2,0
3505,4,3,0,6,1,7,5,3,1,2,16,1,4,1,5,3643,5,400,2,4,4,1,2,0,0,0,0,0,1,0,1,-1.0,2,0
3507,4,3,0,17,1,6,5,4,1,1,27,0,1,0,1,9434,6,400,3,4,4,0,5,0,0,0,1,0,1,1,1,-1.0,1,1
3509,6,2,0,17,1,6,7,4,1,1,32,0,1,0,1,1664,3,400,1,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
3516,9,4,4,17,1,5,10,4,1,1,41,0,2,1,5,14837,5,400,2,4,4,3,6,0,0,0,6,0,1,2,2,-1.0,2,0
3521,7,4,4,17,1,5,8,4,1,1,44,0,2,1,1,743,9,400,3,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
3522,8,4,3,17,1,6,9,5,1,1,28,0,0,0,0,7404,5,400,3,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,0,0
3526,7,4,5,13,1,6,8,4,1,1,64,1,0,0,2,694,15,400,1,4,4,1,7,0,0,0,0,4,2,0,0,-1.0,1,0
3529,3,4,4,5,1,1,4,4,1,2,32,0,2,1,2,8766,12,400,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
3536,6,4,6,13,1,7,7,4,1,1,54,1,0,0,1,13817,9,400,2,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
3538,11,1,5,13,1,1,12,2,1,1,52,1,0,0,0,12310,11,400,2,4,4,1,7,0,0,0,6,0,1,2,0,-1.0,0,0
3541,11,1,3,17,1,5,12,2,1,1,30,1,0,0,1,10599,7,400,2,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
3544,2,1,4,13,1,5,3,5,1,1,42,0,6,2,3,1287,11,400,3,4,4,5,6,0,0,0,6,0,1,0,0,-1.0,2,0
3545,9,3,3,5,1,6,10,4,1,1,48,0,0,0,1,825,5,400,2,4,4,3,7,0,0,0,0,0,1,0,0,-1.0,1,0
3546,7,2,1,18,1,2,8,2,1,1,29,0,2,1,5,7100,4,400,3,4,4,5,5,0,0,0,1,0,1,1,2,-1.0,2,0
3552,3,3,6,18,1,6,4,5,1,1,63,0,1,0,3,13842,6,400,3,4,4,1,7,0,0,1,6,0,1,2,1,-1.0,2,0
3554,7,1,0,13,1,2,8,3,1,1,32,0,0,0,1,13834,3,400,4,3,4,1,4,0,0,0,0,0,1,2,0,-1.0,1,0
3555,7,5,5,2,1,7,8,5,1,1,37,0,2,1,1,3937,6,400,2,4,4,3,7,0,0,0,1,0,3,0,2,-1.0,1,0
3557,7,1,4,17,1,5,8,3,1,1,33,0,2,1,1,13140,15,400,2,4,4,3,6,0,0,1,1,0,1,2,2,-1.0,1,0
3559,8,3,2,13,1,7,9,4,1,1,76,0,1,0,5,14978,14,400,4,4,4,3,7,0,0,0,1,0,1,2,1,-1.0,2,0
3563,3,3,0,13,1,2,4,4,1,2,34,0,2,1,1,15375,10,400,4,4,4,1,5,0,0,0,1,0,1,2,2,-1.0,1,0
3565,3,1,3,17,1,6,4,4,1,2,25,1,1,0,5,1086,10,400,4,4,4,1,4,0,0,0,0,0,1,0,1,-1.0,2,0
3569,10,3,3,13,1,7,11,3,1,1,29,0,0,0,0,11760,4,400,3,4,4,1,5,0,0,0,1,0,1,2,0,-1.0,0,0
3573,3,3,0,9,1,7,4,4,1,2,29,0,1,0,1,3056,12,400,1,4,4,5,5,0,0,0,0,0,1,0,1,-1.0,1,0
3574,10,1,4,13,1,2,11,2,1,1,58,0,0,0,2,12251,15,400,2,4,4,5,7,0,0,0,1,0,1,2,0,-1.0,1,0
3579,4,4,5,9,1,1,5,5,1,2,41,0,1,0,2,5576,7,400,2,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,1,0
3588,0,4,4,17,1,1,1,4,1,1,63,0,0,0,0,6162,14,400,2,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,0,0
3589,7,4,1,9,1,6,1,3,1,1,27,0,2,1,1,5606,6,400,4,4,4,3,5,0,0,0,3,0,1,0,2,-1.0,1,0
3590,5,3,5,9,1,5,6,3,1,2,22,1,0,0,1,12559,15,400,2,4,4,1,5,0,0,0,3,1,2,2,0,-1.0,1,0
3592,6,2,2,13,1,6,7,3,1,1,41,1,1,0,1,3292,13,400,1,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
3599,9,1,0,13,1,2,10,2,1,1,57,0,0,0,0,4753,6,400,2,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
3602,3,4,1,0,1,6,4,4,1,1,44,0,2,1,2,4513,8,400,4,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
3604,2,4,5,17,1,5,3,5,1,1,42,1,2,1,2,6464,14,400,1,4,4,0,6,0,0,0,6,0,1,1,2,-1.0,1,0
3612,3,4,1,6,1,6,4,4,1,1,64,0,0,0,1,13141,13,400,4,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
3614,4,4,5,13,1,7,5,4,1,1,59,1,1,0,1,8400,11,400,2,4,4,1,5,1,0,0,1,0,1,1,1,-1.0,1,0
3619,7,2,2,17,1,2,8,2,1,1,53,0,0,0,5,2949,8,400,3,4,4,0,7,0,0,0,3,0,1,0,0,-1.0,2,0
3623,5,4,1,13,1,7,2,2,1,1,37,1,0,0,1,14613,4,400,2,4,4,0,7,0,0,0,1,0,1,2,0,-1.0,1,0
3624,9,5,5,13,1,6,10,5,1,1,56,1,1,0,2,12851,1,400,1,2,2,3,7,0,0,0,0,0,1,2,1,-1.0,1,0
3627,2,4,2,13,1,7,7,5,1,1,38,0,2,1,2,3486,2,400,3,4,4,5,6,0,0,0,6,0,3,0,2,-1.0,1,0
3628,2,2,2,6,1,5,3,3,1,1,48,0,2,1,2,15145,16,400,4,4,4,3,7,0,0,0,0,0,1,2,2,-1.0,1,0
3636,7,1,0,13,1,1,8,1,1,1,42,0,0,0,1,3826,16,500,3,4,4,1,6,0,0,0,0,2,1,0,0,-1.0,1,0
3641,0,5,0,6,1,5,9,3,1,2,35,0,4,1,5,10058,11,400,3,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,2,0
3643,5,4,0,18,1,6,6,4,1,1,58,0,2,1,1,5835,2,400,3,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
3646,10,3,6,17,1,5,11,3,1,1,52,0,2,1,2,10960,5,400,3,4,4,1,6,0,0,0,0,0,1,1,2,-1.0,1,0
3648,4,2,0,6,1,5,5,2,1,2,0,1,0,0,5,489,16,400,4,4,4,1,0,0,0,0,0,0,1,0,0,-1.0,2,0
3649,8,5,1,13,1,5,7,4,1,1,36,0,6,2,3,5843,3,400,3,4,4,5,5,0,0,0,0,0,1,0,0,-1.0,2,0
3650,1,3,0,13,1,2,2,4,1,1,26,0,0,0,1,14127,10,400,3,4,4,0,5,0,0,0,6,0,1,2,0,-1.0,1,1
3653,8,1,5,13,1,7,9,1,1,1,26,0,1,0,1,12985,14,400,3,4,4,5,5,0,0,0,0,0,1,2,1,-1.0,1,0
3657,2,4,2,13,1,5,3,5,1,1,45,0,1,0,2,11684,1,400,4,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
3673,9,3,6,13,1,7,10,3,1,1,60,0,2,1,1,15408,2,700,4,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
3677,10,2,0,13,1,3,11,3,1,1,44,0,1,0,2,14979,9,400,3,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,1
3681,0,2,1,17,1,7,1,3,1,1,26,0,1,0,2,5409,13,400,4,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
3682,0,2,4,6,1,1,1,4,1,2,0,0,0,0,5,6472,7,400,2,4,4,0,0,0,0,0,0,0,1,1,0,-1.0,2,0
3684,3,4,0,13,1,1,4,4,1,1,50,0,2,1,1,12430,13,400,3,4,4,5,7,0,0,0,1,0,1,2,2,-1.0,1,0
3694,7,2,1,17,1,2,8,2,1,1,33,0,0,0,0,7770,2,400,1,4,4,0,5,0,0,0,1,0,1,1,0,-1.0,0,0
3699,7,2,5,13,1,5,8,2,1,1,50,0,2,1,1,472,11,400,4,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,1,0
3701,10,2,6,9,1,7,11,3,1,1,41,0,2,1,1,7116,8,400,3,4,4,1,7,0,0,0,0,0,1,1,2,-1.0,1,0
3702,9,2,0,17,1,6,10,3,1,1,54,0,1,0,5,9205,9,400,3,4,4,3,7,0,0,0,0,0,1,1,1,-1.0,2,0
3704,6,3,1,16,1,6,7,4,1,1,44,0,1,0,2,4605,13,400,2,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,1
3707,4,2,4,6,1,1,5,4,1,2,0,0,2,1,5,8225,2,400,3,4,4,3,0,0,0,0,0,0,1,1,2,-1.0,2,0
3709,9,3,3,2,1,6,10,4,1,1,27,0,2,1,1,4160,2,400,1,4,4,1,5,0,0,0,0,0,1,0,2,-1.0,1,0
3712,9,5,5,6,1,7,10,5,1,1,29,0,2,1,1,8593,14,400,4,4,4,3,4,0,0,0,1,0,1,1,2,-1.0,1,0
3716,6,5,6,13,1,5,7,5,1,2,29,0,0,0,1,9333,15,400,3,4,4,1,5,0,0,0,3,0,1,1,0,-1.0,1,0
