,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
1950,4,1,5,17,1,2,5,2,0,1,33,0,0,0,0,11541,8,400,3,4,4,3,2,0,0,0,0,0,1,2,0,-1.0,0,0
1957,8,4,4,17,1,5,9,4,0,2,34,0,2,1,1,2085,16,400,4,4,4,1,5,0,0,0,6,0,1,0,2,-1.0,1,0
1974,5,3,4,17,0,2,6,3,1,1,31,0,1,0,0,10263,9,400,2,4,4,3,6,0,0,0,3,0,1,1,1,-1.0,0,0
1979,0,2,1,13,0,6,1,2,1,1,48,0,2,1,1,9355,3,400,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
1988,1,1,4,13,1,6,12,2,0,1,36,0,1,0,2,1371,5,400,1,4,4,1,7,0,0,0,6,0,1,0,1,-1.0,1,0
1999,6,1,4,9,1,1,7,1,0,2,39,1,0,0,1,12692,15,400,2,4,4,1,6,0,0,0,3,0,1,2,0,-1.0,1,0
2025,8,5,1,13,1,2,7,2,0,2,23,0,1,0,1,10211,13,400,2,4,4,0,2,0,0,0,3,0,1,1,1,-1.0,1,0
2034,0,1,1,2,0,2,1,1,1,1,50,0,1,0,1,14077,6,500,1,4,4,3,7,0,0,0,0,2,1,2,1,-1.0,1,0
2062,2,2,4,5,0,1,3,2,1,1,67,0,1,0,4,10217,7,400,4,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,2,0
2065,9,3,6,2,1,5,10,3,0,2,27,1,2,1,5,9280,10,400,2,4,4,3,3,0,0,0,0,0,1,1,2,-1.0,2,0
2131,4,2,1,9,1,2,5,2,0,1,45,0,2,1,1,1942,10,400,1,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
2156,1,1,1,13,0,6,2,1,1,1,52,1,0,0,2,1323,4,400,3,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
2159,4,2,2,17,1,5,5,2,0,1,50,0,1,0,1,3666,13,400,4,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
2160,6,2,4,9,1,1,7,2,0,1,34,1,2,1,1,15134,6,400,1,4,4,3,5,0,0,0,3,0,1,2,2,-1.0,1,0
2163,0,1,3,6,0,2,1,1,1,1,34,1,1,0,1,2542,16,400,1,4,4,0,5,0,0,0,3,4,2,0,1,-1.0,1,0
2179,2,3,3,15,0,7,7,3,1,1,33,0,1,0,2,844,15,400,4,4,4,3,5,0,0,0,0,0,1,0,1,-1.0,1,0
2181,9,4,1,18,1,7,10,4,0,2,41,0,2,1,5,13502,13,400,3,4,4,3,5,0,0,0,1,0,1,2,2,-1.0,2,0
2189,1,3,1,13,0,6,2,3,1,1,59,0,2,1,1,2599,10,400,4,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,1,0
2192,8,1,6,2,1,5,9,1,0,1,34,0,0,0,5,14528,15,400,2,4,4,3,3,0,0,0,0,0,1,2,0,-1.0,2,0
2211,7,2,0,6,1,6,8,4,0,1,63,0,1,0,1,10514,11,400,1,4,4,3,6,0,0,0,0,0,1,1,1,-1.0,1,0
2214,8,1,6,13,1,5,9,1,0,1,43,0,2,1,1,6020,9,400,2,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,1,0
2223,7,3,1,13,1,6,8,4,0,2,43,0,2,1,2,10722,13,400,4,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
2225,11,5,4,17,1,6,11,1,0,2,39,1,2,1,1,6418,12,700,3,4,4,0,6,0,0,1,1,0,1,1,2,-1.0,1,0
2233,8,3,6,5,1,1,9,3,0,1,48,1,0,0,3,6573,12,700,3,4,4,3,7,0,0,0,6,0,1,1,0,-1.0,2,0
2240,8,3,1,17,1,1,9,3,0,1,52,0,1,0,1,3147,12,400,2,4,4,0,4,0,0,0,1,0,1,0,1,-1.0,1,0
2247,9,2,2,5,1,5,10,3,0,2,25,1,2,1,2,15004,16,400,4,4,4,1,3,0,0,0,3,0,1,2,2,-1.0,1,0
2260,10,2,6,17,1,6,11,3,0,1,33,1,2,1,1,10576,14,400,1,4,4,0,4,0,0,0,1,0,1,1,2,-1.0,1,0
2265,6,3,3,9,1,2,7,3,0,1,28,0,1,0,1,4579,8,400,2,4,4,3,3,0,0,0,3,4,2,0,1,-1.0,1,1
2269,4,1,1,13,1,7,4,1,0,1,59,0,2,1,1,2477,9,400,1,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
2279,5,4,4,17,0,7,2,1,1,1,54,1,1,0,1,2409,4,400,4,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,1,0
2290,6,3,5,0,1,7,7,5,0,2,50,0,1,0,5,6383,14,400,2,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,2,0
2293,7,2,1,6,1,2,8,2,0,1,38,0,1,0,1,5813,15,400,3,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,0
2296,7,4,1,13,1,6,8,5,0,2,65,0,3,1,1,2381,10,400,3,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
2297,11,5,6,9,1,5,12,5,0,1,48,0,2,1,1,5869,5,400,3,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
2298,7,2,3,9,1,7,8,3,0,1,34,0,1,0,1,10536,6,400,4,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
2333,1,3,3,17,0,5,2,3,1,1,35,0,1,0,1,5689,13,400,3,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,1
2345,2,1,2,17,0,2,3,2,0,1,27,0,1,0,1,9963,4,400,3,4,4,1,5,0,0,0,3,0,1,1,1,-1.0,1,0
2350,11,4,5,6,1,7,12,5,0,1,62,0,0,0,1,6723,3,400,3,4,4,5,7,0,0,0,1,0,1,1,0,-1.0,1,1
2354,9,1,1,17,1,6,10,2,0,1,38,0,1,0,1,2175,10,400,4,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
2357,7,4,3,9,0,1,1,1,1,1,35,0,1,0,1,12738,10,400,3,4,4,5,5,0,0,0,0,0,1,2,1,-1.0,1,0
2368,9,3,0,9,1,6,10,4,0,1,31,1,1,0,2,12663,11,400,2,4,4,3,5,0,0,0,3,0,1,2,1,-1.0,1,0
2372,8,1,1,9,1,5,9,2,0,1,55,0,0,0,0,7810,16,400,2,4,4,0,4,0,0,0,0,0,1,1,0,-1.0,0,0
2373,5,4,0,13,0,6,6,4,1,1,48,0,1,0,1,13936,14,400,4,4,4,3,7,0,0,0,6,0,1,2,1,-1.0,1,0
2378,8,3,1,9,1,6,9,3,0,1,43,0,1,0,2,8292,5,400,1,4,4,0,6,0,0,0,1,0,1,1,1,-1.0,1,0
2381,7,5,6,5,1,1,8,5,0,1,38,1,2,1,4,8370,5,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,2,0
2386,7,2,6,17,1,1,8,2,0,1,38,1,0,0,5,12491,15,400,4,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,2,0
2391,11,4,0,6,1,6,11,2,0,1,45,1,0,0,1,8203,3,400,1,4,4,1,4,0,0,0,0,0,1,1,0,-1.0,1,0
2393,6,5,5,6,1,5,7,5,0,1,28,0,2,1,1,2357,16,400,1,4,4,3,5,0,0,0,6,0,1,0,2,-1.0,1,0
2405,11,4,5,9,1,5,12,5,0,2,29,1,2,1,5,9244,11,400,1,4,4,1,5,0,0,0,6,0,1,1,2,-1.0,2,0
2412,9,3,4,2,1,7,3,4,0,1,32,1,1,0,1,11898,11,400,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,0
2413,9,1,0,13,1,3,10,1,0,1,30,0,1,0,1,941,6,400,2,4,4,5,3,0,0,0,6,0,1,0,1,-1.0,1,0
2417,3,4,6,18,0,5,4,4,1,1,52,1,0,0,5,8647,9,400,1,4,4,0,7,0,0,0,1,0,1,1,0,-1.0,2,0
2425,9,2,2,9,1,1,10,3,0,1,45,1,0,0,1,894,13,400,2,4,4,0,5,0,0,0,1,0,1,0,0,-1.0,1,0
2429,11,4,6,6,1,6,12,4,0,1,35,0,2,1,1,13122,11,400,4,4,4,0,5,0,0,0,1,0,1,2,2,-1.0,1,0
2430,7,2,6,0,1,7,8,4,0,2,26,0,1,0,2,1045,12,400,1,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,0
2444,5,2,3,9,1,2,6,3,0,1,64,0,2,1,1,13406,11,400,2,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
2448,11,3,1,17,1,7,12,3,0,1,24,0,2,1,1,9875,10,400,2,4,4,3,4,0,0,0,3,0,1,1,2,-1.0,1,0
2456,0,4,1,9,0,7,7,2,1,1,33,0,0,0,2,6323,9,400,1,4,4,1,5,0,0,0,0,0,1,1,0,-1.0,1,0
2477,3,1,2,17,0,6,4,2,1,1,56,1,2,1,2,9854,1,400,1,4,4,1,7,0,0,0,6,0,1,1,2,-1.0,1,0
2480,2,2,4,6,0,6,3,2,1,1,40,1,1,0,2,8836,13,700,4,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
2490,3,4,6,6,0,5,4,4,1,1,40,1,1,0,1,11809,4,400,3,4,4,1,6,0,0,0,6,0,3,2,1,-1.0,1,0
2502,6,2,1,13,1,6,7,2,0,1,36,0,1,0,2,15120,7,400,1,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
2507,9,1,4,0,1,7,10,2,0,1,39,0,0,0,5,12586,6,400,3,4,4,3,4,0,0,0,1,0,1,2,0,-1.0,2,0
2524,7,2,1,17,1,2,8,2,0,1,32,0,2,1,1,1727,9,400,2,4,4,3,5,0,0,0,6,0,1,0,2,-1.0,1,0
2530,9,5,5,13,1,5,10,5,0,1,45,0,1,0,1,8588,15,400,3,4,4,0,5,0,0,0,3,0,1,1,1,-1.0,1,0
2533,10,4,4,17,1,1,10,2,0,1,35,1,0,0,0,10849,11,400,2,4,4,0,5,0,0,0,3,0,1,1,0,-1.0,0,0
2534,3,1,2,6,1,6,4,2,0,1,29,0,2,1,2,10475,9,400,1,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,1,0
2542,11,4,1,13,1,6,12,4,0,1,44,0,2,1,1,9483,4,400,3,4,4,0,6,0,0,0,0,0,1,1,2,-1.0,1,0
2550,11,3,0,2,1,7,12,3,0,2,31,0,2,1,1,2807,16,400,1,4,4,0,5,0,0,0,0,0,1,0,2,-1.0,1,0
2556,9,2,3,13,1,2,10,2,0,1,32,1,1,0,1,7526,2,400,2,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
2560,10,3,0,17,1,2,11,4,0,2,31,1,2,1,2,13170,5,400,3,4,4,3,5,0,0,0,0,0,1,2,2,-1.0,1,0
2568,1,4,0,9,0,2,2,5,1,2,44,0,1,0,1,11051,1,400,4,4,4,1,6,0,0,0,3,0,1,1,1,-1.0,1,0
2573,5,4,6,17,1,5,6,5,0,1,38,0,2,1,1,14925,13,400,1,4,4,1,6,0,0,0,1,1,3,2,2,-1.0,1,0
2574,6,1,1,13,1,6,7,3,0,1,41,0,0,0,1,10815,13,400,3,4,4,1,7,0,0,0,0,0,1,1,0,-1.0,1,0
2582,7,1,0,17,1,1,8,1,0,1,45,0,2,1,2,1890,5,400,3,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
2600,9,2,2,9,1,2,10,3,0,2,35,1,0,0,1,7918,5,400,4,4,4,0,5,1,0,0,3,1,2,1,0,-1.0,1,0
2601,9,2,6,2,1,2,3,1,0,1,39,0,1,0,3,9572,2,400,1,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,2,0
2607,9,2,0,9,1,1,10,3,0,2,38,0,0,0,1,14638,10,500,3,4,4,0,6,0,0,0,1,2,3,2,0,-1.0,1,0
2614,6,5,6,5,0,5,2,5,1,1,30,0,0,0,3,13211,6,400,2,4,4,5,5,0,0,0,6,0,1,2,0,-1.0,2,1
2628,11,4,3,9,1,5,12,5,0,1,27,0,0,0,1,795,1,400,4,4,4,1,5,0,0,0,0,0,1,0,0,-1.0,1,0
2647,5,1,2,2,1,1,6,3,0,1,37,0,2,1,1,13435,14,400,2,4,4,3,6,0,0,0,1,0,1,2,2,-1.0,1,0
2674,6,4,5,13,1,5,12,4,0,1,33,1,1,0,0,3226,16,400,1,4,4,1,6,0,0,0,0,0,1,0,1,-1.0,0,0
2677,6,4,2,13,0,6,6,1,1,1,53,0,0,0,0,13143,9,400,1,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,0,1
2683,10,5,2,9,1,2,11,5,0,2,50,0,2,1,1,10451,2,400,1,4,4,3,7,0,0,0,1,0,1,1,2,-1.0,1,0
2689,2,3,4,13,0,4,5,1,1,1,54,1,2,1,1,13278,7,400,4,4,4,5,7,0,0,0,0,0,1,2,2,-1.0,1,0
2694,6,1,3,9,1,6,7,2,0,2,30,0,2,1,1,7258,13,400,1,4,4,3,3,0,0,0,0,0,3,1,2,-1.0,1,0
2696,1,2,1,13,0,2,2,2,1,1,34,0,2,1,1,14600,7,400,4,4,4,0,6,0,0,0,0,0,1,2,2,-1.0,1,0
2705,7,2,1,2,1,6,8,2,0,2,43,0,1,0,1,5944,9,400,2,4,4,3,6,0,0,0,0,4,2,0,1,-1.0,1,0
2724,5,4,0,9,0,6,2,2,1,1,52,1,1,0,1,5730,3,400,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
2770,7,3,5,17,1,2,8,4,0,2,29,1,1,0,1,1994,5,400,3,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
2777,11,3,0,3,1,2,12,3,0,1,31,1,2,1,1,14923,3,400,4,4,4,5,5,0,0,0,0,0,1,2,2,-1.0,1,0
2789,10,3,3,13,1,6,11,3,0,2,29,0,2,1,2,6913,1,400,2,4,4,5,3,0,0,0,0,0,1,1,2,-1.0,1,0
2794,7,3,1,17,1,1,8,4,0,1,43,0,2,1,1,11077,6,400,1,4,4,3,5,0,0,0,1,0,1,1,2,-1.0,1,0
2796,11,3,4,9,1,1,11,3,0,1,49,0,2,1,2,4942,14,400,2,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
2799,5,3,2,9,0,2,6,4,0,1,41,1,1,0,2,13542,1,400,3,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
2821,11,2,3,9,1,6,12,2,0,2,30,0,2,1,2,7345,9,500,4,4,4,3,6,0,0,0,3,2,1,1,2,-1.0,1,0
2825,1,2,1,9,0,6,2,2,1,2,42,0,2,1,1,13930,5,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
2839,6,1,2,2,1,2,7,2,0,2,25,0,1,0,1,7765,15,400,2,4,4,0,4,0,0,0,0,0,1,1,1,-1.0,1,0
2842,6,4,5,13,1,7,7,5,0,2,30,0,2,1,2,755,13,400,4,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
2850,2,5,0,9,0,5,5,2,1,1,30,0,2,1,5,5350,2,400,4,4,4,5,4,0,0,0,6,0,1,0,2,-1.0,2,0
2873,11,2,2,6,1,5,12,3,0,1,32,0,4,1,5,11532,13,400,2,2,2,0,1,0,0,0,0,0,1,2,1,-1.0,2,0
2881,1,2,1,17,0,5,2,2,0,2,29,1,1,0,2,6193,10,400,3,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
2884,11,4,2,9,1,6,12,4,0,1,46,0,2,1,1,5367,5,400,3,4,4,5,7,0,0,0,6,0,1,0,2,-1.0,1,0
2888,6,1,2,17,1,3,7,1,0,1,53,1,1,0,2,5480,5,400,4,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,1,0
2901,5,3,0,17,0,2,6,3,1,1,64,1,1,0,2,13082,4,400,4,4,4,5,7,0,0,0,6,0,1,2,1,-1.0,1,0
2910,0,2,0,5,0,5,1,3,1,1,32,0,0,0,1,2678,4,400,2,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,1,1
2914,3,2,3,17,0,7,4,3,1,1,39,0,1,0,2,1917,7,400,4,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
2916,11,1,0,13,1,2,12,2,0,1,33,0,2,1,1,3765,7,400,3,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,1,0
2920,9,3,3,11,1,2,10,3,0,1,32,0,1,0,5,2572,3,400,4,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,2,0
2942,6,3,1,18,0,6,7,3,1,1,56,0,2,1,5,13078,8,400,3,4,4,5,7,0,0,0,1,0,1,2,2,-1.0,2,0
2946,3,1,2,13,0,6,1,4,1,1,27,0,1,0,2,9850,13,400,3,4,4,0,5,0,0,0,3,4,2,1,1,-1.0,1,1
2961,3,2,1,17,0,7,4,2,1,1,35,0,0,0,1,6220,14,400,4,4,4,0,5,0,0,0,0,0,1,1,0,-1.0,1,0
2979,1,4,1,2,0,6,2,4,1,1,48,0,1,0,1,8489,9,400,1,4,4,0,7,0,0,0,1,0,1,1,1,-1.0,1,0
2985,5,1,6,13,1,5,6,1,0,1,36,0,2,1,1,3850,12,400,3,4,4,5,5,0,0,0,1,0,1,0,2,-1.0,1,0
2991,0,2,1,9,0,7,1,2,1,1,57,0,0,0,2,10196,8,400,4,4,4,3,7,0,0,0,3,0,1,1,0,-1.0,1,0
2998,5,1,2,6,1,5,6,1,0,1,32,0,1,0,1,2747,6,400,4,4,4,3,3,0,0,0,1,0,1,0,1,-1.0,1,0
3021,10,1,3,13,1,2,11,1,0,1,44,0,2,1,1,8394,16,400,4,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
3044,6,2,1,9,1,5,7,3,0,1,51,0,0,0,0,12922,1,400,3,4,4,3,6,0,0,0,3,0,1,2,0,-1.0,0,1
3052,6,1,4,9,1,5,7,1,0,2,24,0,2,1,1,2588,7,400,3,4,4,3,4,0,0,0,0,0,1,0,2,-1.0,1,0
3053,2,4,0,9,0,2,5,1,1,1,29,0,0,0,1,5139,6,400,4,4,4,3,4,0,0,0,0,0,1,0,0,-1.0,1,0
3056,11,2,0,2,1,1,12,3,0,0,32,0,1,0,1,8854,2,400,3,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
3064,10,2,0,17,1,1,11,2,0,2,26,0,1,0,1,11608,12,400,1,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
3069,11,3,5,9,1,7,12,3,0,1,36,0,2,1,1,8297,11,400,2,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
3073,11,2,2,6,1,2,12,2,0,1,61,1,1,0,1,1278,7,400,2,4,4,1,7,0,0,0,6,0,1,0,1,-1.0,1,0
3084,8,1,6,2,1,2,9,2,0,2,27,0,1,0,1,60,4,400,4,4,4,0,5,0,0,0,1,0,1,0,1,-1.0,1,0
3086,7,1,4,13,1,1,8,1,0,1,50,0,2,1,1,11316,3,400,3,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
3097,10,2,1,13,1,5,11,2,0,2,28,0,2,1,1,4059,12,400,1,4,4,5,5,0,0,0,0,0,1,0,2,-1.0,1,0
3105,2,1,3,9,1,2,3,1,0,1,29,0,1,0,2,7819,3,400,3,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
3111,11,3,4,17,1,2,11,2,0,1,28,0,2,1,1,6529,5,500,1,4,4,5,5,0,0,0,0,2,1,1,2,-1.0,1,0
3114,10,3,6,2,1,5,11,3,0,1,52,1,1,0,2,14639,9,400,2,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
3115,4,2,1,2,1,5,5,2,0,1,27,1,0,0,1,4845,7,400,2,4,4,1,5,1,0,0,0,0,1,0,0,-1.0,1,0
3118,6,4,2,6,1,5,6,5,0,2,26,0,1,0,1,12863,5,400,2,4,4,3,4,0,0,0,1,0,1,2,1,-1.0,1,0
3134,3,2,6,6,1,1,8,2,0,1,35,0,1,0,1,6979,4,400,1,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
3136,8,1,5,13,1,5,9,1,0,2,32,0,2,1,1,13509,13,400,2,4,4,1,3,0,0,0,0,0,1,2,2,-1.0,1,0
3138,7,1,2,6,1,7,8,2,0,1,40,1,0,0,1,1746,3,400,2,4,4,0,5,0,0,0,3,0,1,0,0,-1.0,1,0
3141,2,3,2,6,0,2,3,3,1,1,54,1,1,0,1,7724,9,400,3,4,4,0,7,0,0,0,6,0,1,1,1,-1.0,1,0
3148,10,3,0,9,1,1,11,4,0,1,36,0,0,0,2,8835,4,400,2,4,4,1,7,0,0,0,0,0,1,1,0,-1.0,1,0
3149,5,1,1,2,1,2,6,1,0,2,37,0,2,1,1,7705,9,400,4,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,1,0
3174,11,3,3,17,1,6,12,3,0,1,49,0,0,0,0,1357,13,400,3,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
3179,4,4,4,13,0,2,5,5,1,1,40,0,2,1,1,2543,11,700,4,4,4,1,6,0,0,0,1,0,3,0,2,-1.0,1,0
3192,11,4,3,13,1,6,11,1,0,1,55,1,0,0,0,6634,4,400,3,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,0,0
3200,7,2,4,13,1,1,8,2,0,1,27,0,1,0,1,5195,3,400,1,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
3202,8,5,5,2,1,1,7,1,0,1,37,1,1,0,1,12594,9,400,1,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
3206,5,1,1,17,1,7,2,2,0,1,33,1,1,0,1,2161,11,400,3,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,0
3213,1,1,2,9,1,6,12,2,0,1,57,1,0,0,1,13914,11,400,1,4,4,1,7,0,0,0,1,0,1,2,0,-1.0,1,0
3219,6,2,0,17,0,5,7,3,1,1,48,0,1,0,1,11431,11,400,2,4,4,5,7,0,0,0,1,0,1,2,1,-1.0,1,0
3228,7,2,2,17,1,2,8,3,0,1,70,1,0,0,1,12259,10,400,1,4,4,3,7,0,0,0,3,0,1,2,0,-1.0,1,0
3231,7,4,0,6,1,2,8,4,0,1,39,0,1,0,1,4154,10,400,4,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,0
3253,8,1,6,17,1,1,9,3,0,2,38,0,2,1,1,6263,9,700,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
3254,6,4,5,17,0,6,6,1,0,1,43,0,0,0,0,10750,7,400,2,4,4,0,6,0,0,0,6,0,1,1,0,-1.0,0,0
3258,9,4,1,6,1,2,10,4,0,2,28,0,1,0,0,7726,1,400,1,4,4,3,4,0,0,0,1,0,1,1,1,-1.0,0,0
3288,0,2,5,2,0,2,1,3,1,1,79,1,1,0,1,2803,10,400,1,4,4,1,7,0,0,0,1,0,1,0,1,-1.0,1,0
3294,6,3,3,9,1,6,7,4,0,2,30,1,2,1,1,10752,16,400,1,4,4,3,5,0,0,0,0,0,1,1,2,-1.0,1,0
3313,9,3,3,13,1,7,10,4,0,1,50,1,1,0,0,5729,2,400,1,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,0,0
3315,3,2,1,13,0,6,4,3,1,1,29,0,2,1,2,15196,1,400,1,4,4,0,6,0,0,0,0,0,1,2,2,-1.0,1,0
3321,2,1,2,13,0,7,3,2,1,1,65,1,0,0,1,646,2,400,2,4,4,1,7,0,0,0,3,0,1,0,0,-1.0,1,0
3323,9,2,4,17,1,1,10,3,0,1,54,1,1,0,1,10110,2,400,1,4,4,3,7,0,0,0,3,0,1,1,1,-1.0,1,0
3340,8,4,1,6,1,1,9,4,0,2,37,1,1,0,1,2146,16,400,2,4,4,0,4,0,0,0,0,0,1,0,1,-1.0,1,0
3349,2,2,3,17,0,6,3,2,1,2,27,0,2,1,1,8534,2,400,2,4,4,5,5,0,0,0,6,0,1,1,2,-1.0,1,0
3350,8,4,2,13,1,2,9,4,0,1,47,0,2,1,1,15096,7,400,3,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
3362,8,3,6,9,1,7,9,3,0,2,49,0,2,1,5,12574,14,400,1,4,4,1,5,0,0,0,0,0,1,2,2,-1.0,2,0
3369,1,4,0,9,0,6,2,5,1,1,44,1,0,0,2,908,7,400,2,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,1,0
3370,8,3,3,17,1,2,9,3,0,1,30,1,1,0,2,8375,9,400,2,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,1,0
3380,8,4,5,17,1,6,9,4,0,1,62,0,2,1,1,4982,6,400,3,4,4,3,7,0,0,0,1,0,1,0,2,-1.0,1,0
3391,7,4,0,9,1,1,8,4,0,1,39,0,0,0,1,3825,11,400,1,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
3393,7,4,0,17,1,2,8,5,0,1,35,0,2,1,1,10771,4,400,4,4,4,3,3,0,0,0,0,0,1,1,2,-1.0,1,0
3402,5,5,1,2,0,6,2,1,1,1,41,0,1,0,2,6028,15,400,4,4,4,0,7,0,0,0,0,4,3,0,1,-1.0,1,0
3416,3,4,0,0,0,1,7,3,1,1,59,1,6,2,5,12428,8,400,4,4,4,1,4,0,0,0,1,0,1,2,0,-1.0,2,0
3417,2,2,1,17,0,2,3,2,1,2,28,0,1,0,2,14371,16,400,1,4,4,3,5,0,0,0,1,0,1,2,1,-1.0,1,0
3422,6,4,5,9,1,6,7,4,0,1,54,0,2,1,1,4462,6,400,4,4,4,0,7,0,0,0,6,0,1,0,2,-1.0,1,0
3432,11,4,6,13,1,7,12,4,0,1,43,0,2,1,0,10809,14,400,3,4,4,3,6,0,0,0,1,0,1,1,2,-1.0,0,0
3438,10,3,2,6,1,1,11,4,0,2,32,1,2,1,1,7235,6,400,1,4,4,1,4,0,0,0,6,0,1,1,2,-1.0,1,0
3440,11,4,6,17,1,2,11,1,0,1,41,0,1,0,1,10586,5,400,2,4,4,0,4,0,0,0,3,0,1,1,1,-1.0,1,0
3456,0,1,3,9,0,6,1,1,1,1,28,1,1,0,1,10192,3,400,4,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
3488,3,3,1,6,0,5,4,3,1,1,49,0,4,1,5,1250,15,400,3,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,2,0
3489,3,3,4,0,0,1,4,3,1,1,42,0,2,1,2,248,11,400,2,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
3501,6,4,3,6,1,7,7,5,0,1,26,0,0,0,1,1315,12,400,3,4,4,1,2,0,0,0,6,0,1,0,0,-1.0,1,0
3517,4,1,3,17,1,6,5,2,0,1,52,0,0,0,0,7015,3,400,4,4,4,0,7,0,0,0,0,4,2,1,0,-1.0,0,0
3518,11,1,2,17,1,7,12,2,0,2,32,0,1,0,1,2978,4,400,4,3,4,3,4,0,0,0,1,0,1,0,1,-1.0,1,0
3519,5,5,4,13,1,5,6,5,0,1,44,0,1,0,1,3578,8,400,1,4,4,3,4,0,0,0,6,0,1,0,1,-1.0,1,0
3523,11,1,1,17,1,7,12,1,0,1,35,0,0,0,1,10171,14,400,4,4,4,0,6,0,0,0,3,0,1,1,0,-1.0,1,0
3535,11,1,2,17,1,2,12,1,0,2,42,0,1,0,1,9668,10,400,1,4,4,1,4,0,0,0,0,0,1,1,1,-1.0,1,0
3542,10,3,2,9,1,6,11,3,0,1,46,0,1,0,2,7230,4,400,3,4,4,5,7,0,0,0,3,0,1,1,1,-1.0,1,1
