,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
2085,0,4,1,17,1,2,9,1,1,2,23,1,1,0,2,11791,4,400,1,4,4,0,4,0,0,0,0,0,1,2,1,-1.0,1,0
2087,8,5,5,13,1,5,7,1,1,2,29,1,0,0,1,1344,9,400,1,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
2089,10,3,2,13,1,2,11,3,1,1,29,0,1,0,1,14621,11,400,2,4,4,3,5,0,0,0,3,0,1,2,1,-1.0,1,0
2091,5,3,1,6,1,2,6,3,1,1,31,0,1,0,5,13585,3,400,4,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,2,1
2092,11,3,2,17,1,1,11,3,1,1,27,1,1,0,1,10743,11,400,1,4,4,0,5,0,0,0,0,0,3,1,1,-1.0,1,0
2102,5,2,5,13,1,5,6,3,1,1,50,1,0,0,2,5055,15,400,1,4,4,1,7,0,0,0,1,0,1,0,0,-1.0,1,0
2103,0,1,2,13,1,2,1,1,1,1,41,1,2,1,2,2415,11,400,3,4,4,0,6,0,0,0,6,0,1,0,2,-1.0,1,0
2105,8,5,1,6,1,2,9,5,1,1,41,0,2,1,1,9901,14,400,1,4,4,3,6,0,0,0,1,0,1,1,2,-1.0,1,0
2112,0,2,6,6,1,7,1,2,1,1,55,1,1,0,1,14443,11,400,1,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
2113,11,4,1,17,1,1,12,5,1,1,38,1,1,0,1,10596,11,400,1,4,4,3,7,0,0,0,3,0,1,1,1,-1.0,1,0
2115,5,3,2,6,1,2,6,3,1,1,34,0,2,1,5,1216,14,400,4,4,4,3,0,0,0,0,0,0,1,0,2,-1.0,2,0
2116,9,4,1,6,1,1,3,1,1,1,48,0,2,1,2,6615,15,400,1,4,4,3,6,0,0,1,1,0,1,1,2,-1.0,1,0
2118,8,5,3,6,1,2,9,5,1,1,30,0,1,0,1,4177,4,400,3,4,4,0,6,0,0,0,6,0,1,0,1,-1.0,1,0
2121,3,2,1,9,1,1,4,2,1,1,43,1,1,0,2,1101,5,400,1,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
2122,1,1,6,9,1,1,2,2,1,1,37,0,6,2,5,3451,12,400,3,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,2,0
2123,2,2,0,17,1,6,3,2,1,1,26,1,1,0,1,4806,7,400,2,4,4,1,5,0,0,0,1,0,1,0,1,-1.0,1,0
2125,6,5,0,6,1,6,6,1,1,1,43,0,1,0,2,13234,12,400,1,4,4,5,7,0,0,0,6,0,1,2,1,-1.0,1,1
2127,7,5,1,17,1,7,9,1,1,2,24,0,1,0,0,14123,4,400,1,4,4,5,2,0,0,0,6,0,1,2,1,-1.0,0,0
2130,2,2,2,13,1,7,3,2,1,1,30,0,1,0,1,7890,16,400,1,4,4,1,5,0,0,0,6,0,1,1,1,-1.0,1,0
2132,0,1,3,13,1,6,1,1,1,1,62,0,1,0,0,2651,2,400,2,4,4,3,7,0,0,0,6,0,1,0,1,-1.0,0,0
2134,4,2,0,17,1,2,5,3,1,1,52,1,0,0,0,2528,14,400,3,4,4,3,7,0,0,0,3,0,1,0,0,-1.0,0,0
2136,4,5,5,17,1,5,4,1,1,2,28,1,0,0,1,8484,5,400,3,4,4,3,5,0,0,0,0,0,1,1,0,-1.0,1,0
2139,1,1,5,6,1,7,2,1,1,1,40,0,1,0,1,12735,13,400,4,4,4,3,6,0,0,0,3,0,1,2,1,-1.0,1,0
2141,0,3,6,13,1,5,9,2,1,1,32,0,0,0,1,3000,2,400,4,4,4,1,5,0,0,0,6,0,1,0,0,-1.0,1,1
2144,1,5,6,13,1,5,12,1,1,2,36,1,0,0,1,9248,15,400,4,4,4,1,6,0,0,0,1,0,1,1,0,-1.0,1,0
2149,6,2,0,5,1,1,7,2,1,1,55,0,6,2,5,14104,9,400,3,4,4,1,6,0,0,0,6,0,1,2,0,-1.0,2,0
2151,0,1,2,0,1,6,1,2,1,1,33,1,0,0,2,2520,7,400,3,4,4,1,5,0,0,0,0,0,1,0,0,-1.0,1,0
2153,0,2,4,13,1,6,1,2,1,1,33,0,0,0,5,2732,9,400,3,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,2,0
2155,6,5,6,13,1,5,6,2,1,1,32,1,2,1,5,3254,8,400,1,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,2,0
2158,1,2,6,9,1,5,2,2,1,1,55,0,0,0,0,15288,3,400,2,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,0,0
2161,10,4,1,13,1,2,11,4,1,1,51,0,2,1,1,8035,2,400,4,4,4,5,7,0,0,0,1,0,1,1,2,-1.0,1,0
2162,9,3,3,13,1,2,10,4,1,1,52,0,1,0,1,4630,16,400,4,4,4,3,7,0,0,0,1,0,1,0,1,-1.0,1,0
2168,6,1,1,9,1,1,7,4,1,1,47,0,1,0,2,8537,11,400,2,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
2169,1,5,6,17,1,1,12,1,1,2,34,1,0,0,2,6041,13,400,2,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,0
2177,0,4,5,6,1,6,9,1,1,1,49,1,4,1,5,1346,4,400,2,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,2,0
2180,10,3,0,5,1,1,11,3,1,1,53,0,1,0,5,134,12,400,3,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,2,0
2182,0,2,5,17,1,2,9,2,1,1,52,0,2,1,5,3935,16,400,3,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,2,0
2183,0,2,5,13,1,7,1,2,1,1,70,0,2,1,1,9354,5,400,1,4,4,1,7,0,0,0,0,0,1,1,2,-1.0,1,0
2184,7,1,0,9,1,1,8,1,1,1,67,0,0,0,1,2129,8,400,1,4,4,1,7,0,0,0,0,0,1,0,0,-1.0,1,0
2185,0,3,2,9,1,2,1,3,1,1,30,0,2,1,1,5158,2,400,1,4,4,5,5,0,0,0,3,0,1,0,2,-1.0,1,0
2196,7,3,0,6,1,2,8,4,1,1,42,1,1,0,0,7286,14,700,2,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,0,0
2198,2,1,2,13,1,2,3,1,1,1,47,0,0,0,0,10798,6,400,2,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,0,0
2202,3,1,3,13,1,7,4,2,1,1,50,0,2,1,1,1030,2,400,4,4,4,0,6,0,0,0,0,4,2,0,2,-1.0,1,0
2203,5,5,1,17,1,7,2,1,1,2,28,0,1,0,0,938,14,400,4,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,0,0
2207,2,4,4,13,1,6,5,1,1,2,23,0,2,1,1,9082,7,400,2,4,4,5,3,0,0,0,0,0,1,1,2,-1.0,1,0
2208,2,1,1,13,1,2,3,1,1,1,46,0,1,0,1,7982,14,400,3,4,4,5,6,0,0,0,6,0,1,1,1,-1.0,1,0
2216,0,2,3,17,1,5,1,2,1,1,36,0,0,0,1,8038,14,400,3,4,4,0,6,0,0,0,1,0,1,1,0,-1.0,1,0
2219,8,5,3,17,1,2,9,5,1,1,45,0,1,0,1,6160,6,400,3,4,4,5,6,0,0,0,0,0,1,1,1,-1.0,1,0
2220,2,1,1,6,1,7,3,2,1,2,33,1,2,1,2,11361,7,400,1,4,4,3,6,1,0,0,0,0,1,2,2,-1.0,1,0
2224,2,1,1,6,1,6,3,1,1,2,21,1,2,1,1,4998,10,400,1,4,4,3,4,0,0,0,0,0,1,0,2,-1.0,1,0
2226,6,3,1,13,1,2,7,3,1,1,45,0,2,1,0,12600,12,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,0,0
2227,5,2,4,6,1,1,6,2,1,1,59,0,2,1,2,8157,14,400,4,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
2231,10,2,1,9,1,2,11,3,1,1,55,0,2,1,2,7238,16,400,2,4,4,5,7,0,0,0,0,0,1,1,2,-1.0,1,0
2238,6,5,4,13,1,2,6,1,1,1,62,0,1,0,1,11807,5,400,4,4,4,3,4,0,0,0,6,0,1,2,1,-1.0,1,0
2239,5,3,3,6,1,1,6,4,1,1,59,0,4,1,5,5836,12,400,2,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,2,0
2243,10,4,3,6,1,2,11,4,1,1,59,0,1,0,1,5807,12,400,3,4,4,5,7,0,0,0,6,0,1,0,1,-1.0,1,0
2250,11,3,5,9,1,1,12,4,1,1,28,1,1,0,1,14986,15,400,2,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,0
2252,2,3,0,0,1,2,3,3,1,1,61,0,1,0,2,4790,4,400,3,4,4,5,7,0,0,0,3,0,1,0,1,-1.0,1,0
2253,7,5,5,9,1,6,1,1,1,2,28,0,4,1,5,7869,4,400,4,4,4,0,4,1,0,0,1,0,1,1,1,-1.0,2,0
2255,2,3,2,13,1,2,3,3,1,1,49,0,1,0,1,14636,2,400,2,4,4,3,5,0,0,0,3,0,1,2,1,-1.0,1,0
2259,11,2,0,9,1,2,12,4,1,1,31,1,1,0,2,6245,14,400,1,4,4,0,5,0,0,0,6,0,1,1,1,-1.0,1,0
2263,3,2,5,18,1,7,4,2,1,2,51,1,2,1,3,1728,1,400,3,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,2,0
2270,3,3,0,17,1,1,4,3,1,1,32,0,2,1,2,11996,4,400,1,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
2272,2,1,0,13,1,6,3,2,1,2,48,0,1,0,1,65,1,400,1,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
2274,5,2,0,13,1,5,6,2,1,1,46,0,6,2,3,8187,6,400,1,4,4,3,7,0,0,0,3,0,1,1,0,-1.0,2,0
2277,1,2,6,13,1,7,2,3,1,1,37,1,0,0,1,11494,7,400,3,4,4,1,5,0,0,0,3,0,1,2,0,-1.0,1,0
2278,10,4,1,13,1,2,11,4,1,1,37,0,2,1,2,7993,4,400,2,4,4,5,6,0,0,0,6,0,1,1,2,-1.0,1,0
2281,5,3,2,17,1,2,6,3,1,1,41,0,1,0,1,3081,16,400,3,4,4,0,5,0,0,0,3,0,1,0,1,-1.0,1,0
2282,6,1,1,13,1,2,7,1,1,1,34,0,1,0,2,13911,14,400,3,4,4,1,6,0,0,0,3,0,1,2,1,-1.0,1,0
2286,9,4,2,6,1,2,10,4,1,1,36,0,1,0,1,14407,7,400,4,4,4,3,7,1,0,0,1,4,2,2,1,-1.0,1,0
2287,9,4,4,5,1,2,10,5,1,1,37,0,1,0,2,6145,4,400,4,4,4,3,7,0,0,0,0,0,1,1,1,-1.0,1,0
2289,7,5,6,6,1,2,1,1,1,1,48,0,1,0,1,12487,13,400,3,4,4,5,6,0,0,0,3,0,1,2,1,-1.0,1,0
2300,3,2,6,17,1,5,4,3,1,1,40,0,1,0,5,5582,16,400,4,4,4,3,5,0,0,0,3,0,1,0,1,-1.0,2,0
2303,5,2,2,13,1,7,2,1,1,2,35,0,0,0,0,13396,15,400,4,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,0,1
2307,6,1,0,13,1,2,7,1,1,1,34,0,1,0,1,10304,9,400,2,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,1,0
2310,8,5,5,5,1,5,7,1,1,1,47,0,1,0,2,8282,12,400,4,4,4,3,7,0,0,0,0,1,1,1,1,-1.0,1,0
2312,4,3,1,17,1,2,5,3,1,1,73,0,0,0,0,5109,10,400,4,4,4,1,7,0,0,0,6,0,1,0,0,-1.0,0,0
2314,6,2,0,2,1,1,7,2,1,1,39,0,2,1,2,990,6,400,1,4,4,1,6,0,0,0,0,0,1,0,2,-1.0,1,0
2315,11,3,0,9,1,1,12,3,1,1,38,0,2,1,2,7707,2,400,3,4,4,5,7,0,0,0,3,0,1,1,2,-1.0,1,0
2318,1,1,1,2,1,6,2,1,1,1,32,1,1,0,2,4736,9,400,2,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,1,0
2319,7,4,6,17,1,2,8,5,1,1,36,0,0,0,1,5975,15,400,2,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
2320,4,1,3,13,1,7,5,1,1,1,48,0,0,0,1,186,10,400,4,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
2338,10,3,2,17,1,2,11,3,1,1,29,0,1,0,1,6711,4,400,3,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
2339,8,2,1,9,1,2,9,3,1,1,32,1,0,0,1,13333,14,400,4,4,4,1,6,0,0,0,0,0,1,2,0,-1.0,1,0
2344,11,4,0,17,1,2,12,4,1,1,53,0,2,1,1,7864,8,400,2,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,1,0
2348,9,3,1,13,1,2,10,3,1,1,29,0,2,1,5,226,2,400,2,4,4,3,5,0,0,0,0,0,1,0,2,-1.0,2,0
2349,0,5,2,9,1,2,9,2,1,2,35,1,0,0,2,10821,5,400,1,4,4,0,6,0,0,0,0,0,1,1,0,-1.0,1,0
2353,11,3,6,9,1,1,12,4,1,1,30,0,1,0,5,14686,13,400,2,4,4,0,5,0,0,0,1,0,1,2,1,-1.0,2,1
2358,7,3,0,0,1,1,8,4,1,1,51,0,1,0,2,13575,11,400,1,4,4,5,6,0,0,0,0,0,1,2,1,-1.0,1,0
2360,5,5,4,13,1,1,6,5,1,1,29,0,0,0,1,1905,8,400,2,4,4,0,4,0,0,0,3,0,1,0,0,-1.0,1,0
2362,0,3,5,9,1,6,9,1,1,1,53,0,1,0,1,3068,8,400,2,4,4,1,5,1,0,0,0,0,1,0,1,-1.0,1,0
2364,2,2,0,6,1,2,3,2,1,1,36,0,1,0,2,11402,9,400,1,4,4,1,6,0,0,0,1,0,1,2,1,-1.0,1,0
2366,1,2,1,17,1,7,2,2,1,1,36,1,1,0,1,5573,10,400,3,4,4,0,7,0,0,0,3,0,1,0,1,-1.0,1,0
2370,4,2,1,17,1,6,5,2,1,1,57,0,0,0,1,225,4,400,1,4,4,3,7,0,0,0,0,0,1,0,0,-1.0,1,0
2374,2,3,3,9,1,2,3,3,1,1,57,0,1,0,1,4505,15,400,1,4,4,0,7,0,0,0,6,0,1,0,1,-1.0,1,0
2377,7,5,6,13,1,5,1,2,1,1,35,0,6,2,3,6898,13,400,4,4,4,5,6,0,0,0,0,0,1,1,0,-1.0,2,0
2382,9,4,0,18,1,5,3,1,1,1,37,0,1,0,2,1090,11,400,4,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
2384,11,4,1,13,1,1,12,5,1,1,43,1,2,1,5,11202,10,400,3,4,4,3,5,0,0,0,6,0,1,1,2,-1.0,2,0
2389,0,1,5,17,1,7,1,1,1,1,61,0,2,1,1,4108,12,400,4,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,1,0
2394,1,1,1,6,1,2,2,2,1,1,42,1,1,0,1,5499,7,400,3,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
2401,5,3,1,9,1,2,6,3,1,1,37,0,1,0,1,5820,4,400,2,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
2402,9,3,6,6,1,2,10,4,1,1,55,1,1,0,1,1619,9,400,3,4,4,3,7,0,0,0,3,0,1,0,1,-1.0,1,0
2408,8,5,2,0,1,5,7,1,1,1,53,1,0,0,2,14581,10,400,1,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,1,0
2410,7,5,1,13,1,2,1,1,1,1,70,1,1,0,2,14122,15,400,1,4,4,0,7,0,0,0,0,0,1,2,1,-1.0,1,0
2411,7,5,1,13,1,2,1,1,1,2,39,0,1,0,5,3976,10,400,4,4,4,3,5,0,0,0,3,0,1,0,1,-1.0,2,0
2418,7,3,6,13,1,2,8,4,1,1,54,1,0,0,1,2474,7,400,1,4,4,0,7,0,0,0,6,0,1,0,0,-1.0,1,0
2421,2,1,4,6,1,1,3,1,1,1,47,0,0,0,1,5996,4,400,1,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
2426,6,5,0,13,1,5,6,1,1,1,53,0,2,1,2,3750,13,400,1,4,4,1,7,0,0,1,1,0,1,0,2,-1.0,1,0
2427,0,1,5,17,1,7,1,3,1,1,58,0,0,0,1,4629,1,400,3,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
2431,5,1,3,18,1,7,6,2,1,1,35,1,2,1,5,6311,1,400,3,4,4,5,6,0,0,0,0,0,1,1,2,-1.0,2,0
2432,5,2,6,18,1,5,6,3,1,1,56,0,2,1,3,2837,9,400,3,4,4,3,7,0,0,0,0,0,1,0,2,-1.0,2,0
2435,4,5,3,13,1,6,4,1,1,1,32,0,2,1,1,10361,1,400,3,4,4,3,4,0,0,0,6,0,1,1,2,-1.0,1,0
2441,0,5,0,13,1,2,9,1,1,1,39,0,6,2,3,14858,12,400,4,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,2,0
2442,1,3,3,17,1,1,2,3,1,1,35,0,1,0,2,5698,5,400,1,4,4,3,4,0,0,0,0,0,1,0,1,-1.0,1,1
2446,10,5,1,13,1,5,10,1,1,1,29,0,1,0,0,9479,13,400,1,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,0,0
2453,1,3,2,17,1,1,12,1,1,1,30,0,0,0,1,8001,3,400,2,4,4,5,5,0,0,0,6,0,1,1,0,-1.0,1,0
2459,5,1,4,9,1,6,6,2,1,1,23,1,4,1,5,13358,1,400,2,4,4,3,4,0,0,0,6,0,1,2,1,-1.0,2,0
2460,3,2,5,13,1,7,4,2,1,1,45,0,2,1,2,15308,8,400,1,4,4,0,7,0,0,0,6,0,1,2,2,-1.0,1,0
2463,10,5,0,17,1,7,10,1,1,1,30,1,2,1,1,5779,16,400,2,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
2465,5,5,0,13,1,2,2,2,1,1,44,1,1,0,5,13824,16,400,1,4,4,1,7,0,0,0,0,0,1,2,1,-1.0,2,0
2468,2,1,0,17,1,1,3,3,1,2,21,0,1,0,2,7905,8,400,3,4,4,3,4,0,0,0,3,0,1,1,1,-1.0,1,0
2470,5,3,0,13,1,5,2,1,1,1,37,0,1,0,2,3492,4,400,4,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,1,0
2471,3,3,4,13,1,5,8,1,1,2,36,0,2,1,1,5420,13,400,3,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,1,0
2473,5,3,1,2,1,7,2,1,1,1,61,0,1,0,2,5167,10,400,1,4,4,0,7,0,0,0,0,4,3,0,1,-1.0,1,1
2474,8,5,1,6,1,2,9,5,1,1,34,0,2,1,1,4634,11,400,2,4,4,3,5,0,0,0,0,0,3,0,2,-1.0,1,0
2476,5,4,5,9,1,1,12,1,1,1,39,0,1,0,1,1201,16,400,1,4,4,3,6,0,0,0,6,0,1,0,1,-1.0,1,0
2485,2,1,1,13,1,2,3,2,1,1,27,0,0,0,1,567,4,400,2,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
2492,1,5,6,9,1,7,12,2,1,1,63,1,2,1,0,13317,7,400,2,4,4,3,7,0,0,0,6,0,1,2,2,-1.0,0,0
2494,2,2,5,13,1,5,3,3,1,1,50,1,0,0,1,14323,12,700,3,4,4,3,7,0,0,0,0,4,2,2,0,-1.0,1,0
2497,5,1,4,13,1,6,2,1,1,1,43,1,1,0,1,4147,5,400,2,4,4,3,6,0,0,0,1,0,1,0,1,-1.0,1,0
2500,9,3,0,6,1,1,10,3,1,1,78,0,0,0,1,2435,14,400,3,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
2501,1,2,0,17,1,1,2,2,1,2,26,0,1,0,1,1214,1,400,1,4,4,3,5,0,0,0,1,0,1,0,1,-1.0,1,0
2503,2,3,3,9,1,5,4,1,1,1,42,0,2,1,1,4194,13,400,4,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,1,0
2505,0,5,3,17,1,1,9,1,1,1,46,0,0,0,1,14861,16,400,4,4,4,0,5,0,0,0,0,0,1,2,0,-1.0,1,0
2509,10,4,1,17,1,2,11,4,1,2,22,0,2,1,1,4908,15,400,1,4,4,0,4,0,0,0,0,0,1,0,2,-1.0,1,0
2512,3,1,0,17,1,6,4,2,1,1,49,1,2,1,2,10174,7,400,4,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
2513,9,1,2,9,1,2,10,4,1,1,38,0,0,0,1,6845,12,400,1,4,4,0,6,0,0,0,1,0,1,1,0,-1.0,1,0
2518,1,1,6,2,1,5,2,2,1,2,69,0,6,2,5,15290,6,400,2,4,4,5,7,0,0,0,6,0,1,2,0,-1.0,2,0
2520,3,1,4,0,1,5,4,1,1,1,39,0,2,1,2,10407,9,400,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
2522,11,4,0,9,1,1,11,3,1,1,33,1,2,1,2,9626,3,400,2,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,1,0
2529,9,4,0,2,1,2,10,4,1,2,58,1,1,0,2,15415,3,400,4,4,4,0,6,0,0,0,1,4,2,2,1,-1.0,1,0
2532,0,2,5,17,1,2,9,3,1,1,57,0,1,0,1,3172,1,400,4,4,4,1,7,1,0,0,3,4,2,0,1,-1.0,1,0
2539,2,4,0,9,1,2,5,1,1,1,38,1,1,0,1,201,10,400,4,4,4,0,7,0,0,0,0,0,1,0,1,-1.0,1,0
2540,5,4,4,9,1,5,2,1,1,1,52,0,0,0,1,13803,7,400,4,4,4,3,7,1,0,0,3,0,1,2,0,-1.0,1,1
2555,3,1,3,13,1,7,4,2,1,1,21,1,2,1,1,3903,9,400,3,4,4,1,4,0,0,0,3,0,1,0,2,-1.0,1,0
2557,7,1,1,9,1,2,8,4,1,1,49,1,0,0,2,748,1,400,3,4,4,1,7,0,0,0,0,0,1,0,0,-1.0,1,0
2561,3,2,4,5,1,1,4,3,1,1,43,0,6,2,5,5375,13,400,3,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,2,0
2565,11,4,6,13,1,1,12,4,1,1,46,0,0,0,1,10301,13,400,2,4,4,3,7,0,0,0,1,0,1,1,0,-1.0,1,0
2567,2,1,0,6,1,2,3,3,1,1,37,1,0,0,1,11340,12,400,4,4,4,1,6,0,0,0,0,0,1,2,0,-1.0,1,0
2570,11,4,4,13,1,2,12,4,1,1,31,0,0,0,1,9973,5,400,3,4,4,1,6,0,0,0,0,0,1,1,0,-1.0,1,0
2581,3,1,6,17,1,1,4,4,1,1,55,0,1,0,2,12138,3,400,3,4,4,0,6,1,0,0,1,0,1,2,1,-1.0,1,0
2588,0,2,5,17,1,7,1,3,1,1,33,1,0,0,1,11495,10,400,1,4,4,0,6,0,0,0,3,0,1,2,0,-1.0,1,0
2590,3,3,5,13,1,5,8,2,1,1,49,0,2,1,1,7437,13,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
2591,4,2,1,13,1,2,5,2,1,1,60,1,0,0,1,11932,4,400,4,4,4,5,7,0,0,0,1,0,3,2,0,-1.0,1,0
2599,7,5,0,17,1,3,1,1,1,1,50,0,2,1,1,9503,9,400,3,4,4,3,7,0,0,0,6,0,1,1,2,-1.0,1,0
2613,9,4,2,6,1,5,3,1,1,2,36,0,0,0,0,11137,16,400,1,4,4,1,7,0,0,0,0,0,1,1,0,-1.0,0,0
2616,6,5,0,17,1,6,6,1,1,1,42,1,2,1,2,2143,7,500,1,4,4,0,7,0,0,0,6,2,2,0,2,-1.0,1,1
2620,4,1,6,13,1,5,5,1,1,2,50,0,2,1,1,13344,1,400,1,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
2621,6,3,0,13,1,2,7,3,1,1,40,0,2,1,2,1842,4,400,3,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,1,0
2627,7,4,3,9,1,7,1,1,1,2,33,1,0,0,1,4190,10,400,1,4,4,1,5,0,0,0,6,0,1,0,0,-1.0,1,0
2629,2,1,5,17,1,5,3,3,1,2,27,1,1,0,1,11933,15,400,4,4,4,3,5,0,0,0,0,0,1,2,1,-1.0,1,0
2631,11,3,5,5,1,2,10,4,1,1,50,0,0,0,2,2113,11,400,3,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,1,0
2633,1,3,5,13,1,7,2,3,1,1,55,0,6,2,5,5802,9,400,1,4,4,3,7,0,0,0,1,0,1,0,0,-1.0,2,0
2635,0,4,5,6,1,6,9,2,1,1,45,1,1,0,1,3149,4,400,3,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,1,0
2637,0,1,5,9,1,6,1,1,1,1,61,1,2,1,5,3327,13,400,3,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,2,0
2638,7,3,3,13,1,2,8,4,1,1,34,1,1,0,1,9067,1,400,3,4,4,1,5,0,0,0,1,0,1,1,1,-1.0,1,0
2643,10,4,3,2,1,2,11,4,1,2,25,0,2,1,2,15156,13,400,1,4,4,5,3,0,0,1,6,0,1,2,2,-1.0,1,0
2646,5,3,1,13,1,1,6,4,1,1,50,0,1,0,1,4085,4,400,1,4,4,0,6,0,0,0,1,0,1,0,1,-1.0,1,0
2649,1,1,3,6,1,1,2,3,1,1,53,0,1,0,1,13943,1,400,4,4,4,0,7,0,0,0,6,0,1,2,1,-1.0,1,1
2652,1,4,4,15,1,3,12,2,1,1,63,1,0,0,2,1506,15,400,4,4,4,3,6,0,0,0,0,0,1,0,0,-1.0,1,0
2655,4,1,4,9,1,6,5,3,1,1,40,0,2,1,1,7121,7,400,1,4,4,3,6,0,0,0,3,0,1,1,2,-1.0,1,0
2656,5,2,6,17,1,7,6,2,1,2,53,0,3,1,0,12360,1,400,2,4,4,1,7,0,0,0,3,0,1,2,0,-1.0,0,0
2657,2,1,4,13,1,7,3,2,1,1,41,0,0,0,1,2958,2,400,2,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,1,0
2659,6,5,5,9,1,1,6,1,1,1,43,0,2,1,2,8528,8,400,4,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
2660,2,3,1,9,1,2,3,3,1,1,46,0,2,1,1,6427,3,500,3,4,4,3,6,0,0,0,0,2,2,1,2,-1.0,1,0
2665,8,4,4,6,1,5,7,2,1,1,49,1,4,1,5,2620,15,400,3,4,4,0,7,0,0,0,3,0,1,0,1,-1.0,2,0
2669,5,3,1,13,1,2,6,3,1,1,44,0,1,0,1,3059,16,400,2,4,4,1,6,0,0,0,1,0,1,0,1,-1.0,1,0
2679,1,2,1,9,1,6,2,2,1,1,37,0,2,1,1,4762,4,400,2,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
2680,6,2,1,9,1,2,7,2,1,1,36,0,2,1,1,1605,16,400,2,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
2681,8,5,5,9,1,2,7,1,1,1,32,0,1,0,1,2317,16,400,2,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,1,0
2682,2,1,0,17,1,1,3,1,1,1,49,0,2,1,3,2798,5,400,2,4,4,3,7,0,0,1,0,0,1,0,2,-1.0,2,0
2684,4,3,0,6,1,1,5,3,1,1,72,0,0,0,0,9440,7,400,3,4,4,3,7,0,0,0,3,0,1,1,0,-1.0,0,1
2685,4,3,1,13,1,2,5,3,1,1,39,0,0,0,2,10028,1,400,1,4,4,5,7,0,0,0,1,0,1,1,0,-1.0,1,0
