,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,AgeGroup,VehiclePrice_Cat,Fraud
1447,2,2,1,14,1,7,3,3,1,1,63,0,6,2,3,1448,8,400,2,4,4,5,7,0,0,0,1,0,1,0,0,-1.0,2,0
14276,7,4,4,17,1,5,8,4,0,2,29,1,1,0,1,14277,9,400,1,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
13161,8,1,4,6,1,5,9,1,1,2,47,0,2,1,5,13162,8,400,1,4,4,5,0,0,0,0,0,0,3,2,2,-1.0,2,0
6403,5,4,0,2,1,2,6,4,1,1,53,0,2,1,1,6404,11,400,3,4,4,3,6,0,0,0,0,0,1,1,2,-1.0,1,0
6629,10,4,0,6,1,6,11,4,0,1,55,0,1,0,1,6630,16,400,4,4,4,1,4,0,0,0,1,0,1,1,1,-1.0,1,0
1611,2,4,5,17,1,2,5,4,0,1,30,0,0,0,0,1612,10,400,1,4,4,0,5,0,0,0,0,0,1,0,0,-1.0,0,0
6517,11,2,0,9,1,7,12,3,1,1,39,0,1,0,2,6518,7,400,4,4,4,0,7,0,0,0,6,0,1,1,1,-1.0,1,0
10982,8,2,3,9,1,6,9,2,1,1,35,1,2,1,1,10983,2,400,3,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
3454,3,1,6,13,1,1,4,1,1,1,36,0,2,1,1,3455,6,400,4,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
3719,7,2,4,13,1,5,8,2,1,1,46,0,0,0,1,3720,7,400,2,4,4,0,6,0,0,0,6,0,1,0,0,-1.0,1,0
2359,8,3,0,6,1,7,9,4,1,2,0,0,0,0,5,2360,16,400,1,4,4,1,0,0,0,0,0,0,1,0,0,-1.0,2,0
11047,7,4,2,5,1,3,8,4,1,1,44,1,1,0,3,11048,11,400,4,4,4,1,7,1,1,0,0,0,1,1,1,-1.0,2,0
14583,4,4,1,6,0,1,4,1,1,2,0,0,2,1,5,14584,15,400,3,4,4,0,0,0,0,0,0,0,1,2,2,-1.0,2,0
8773,3,2,1,2,0,5,4,3,1,2,24,0,1,0,1,8774,8,400,3,4,4,1,4,0,0,0,0,0,1,1,1,-1.0,1,0
1486,11,3,2,13,1,2,12,4,1,2,35,0,2,1,2,1487,15,400,1,4,4,5,5,0,0,0,3,0,1,0,2,-1.0,1,0
6409,11,3,2,13,0,5,12,5,1,1,58,1,0,0,1,6410,9,400,2,4,4,3,7,0,0,0,6,0,1,1,0,-1.0,1,0
15410,9,3,3,3,1,6,10,4,0,2,31,1,1,0,1,15411,10,400,3,4,4,3,6,0,0,0,6,0,1,2,1,-1.0,1,0
5957,1,1,4,13,1,1,2,1,1,1,28,0,1,0,1,5958,5,400,4,4,4,0,5,1,0,0,1,0,1,0,1,-1.0,1,0
3221,11,5,0,9,1,6,11,2,0,2,23,0,2,1,1,3222,8,400,4,4,4,3,1,0,0,0,6,0,1,0,2,-1.0,1,0
577,0,2,1,9,1,2,1,2,1,1,36,0,2,1,1,578,10,400,2,4,4,0,5,0,0,0,0,0,1,0,2,-1.0,1,0
12609,8,5,6,13,1,1,7,1,1,2,31,1,0,0,3,12610,15,400,1,4,4,1,5,0,0,0,0,0,1,2,0,-1.0,2,0
4143,5,3,2,17,1,5,6,3,1,1,31,0,0,0,1,4144,3,400,1,4,4,0,6,0,0,0,1,0,1,0,0,-1.0,1,0
13828,7,4,5,13,0,7,1,4,1,2,30,0,1,0,2,13829,6,400,4,4,4,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
1112,1,5,4,2,1,2,12,1,1,1,55,1,0,0,5,1113,3,400,3,4,4,0,7,0,0,0,3,0,1,0,0,-1.0,2,0
4505,2,2,6,9,1,2,4,2,0,2,30,0,1,0,1,4506,13,400,2,4,4,3,3,0,0,0,0,0,1,0,1,-1.0,1,0
567,10,1,3,17,1,6,11,4,1,1,80,0,0,0,0,568,9,400,2,4,4,0,7,0,0,0,6,4,2,0,0,-1.0,0,0
12847,7,1,1,17,1,6,8,2,0,1,32,0,2,1,0,12848,10,400,3,4,4,5,5,0,0,0,6,0,1,2,2,-1.0,0,0
10213,5,1,1,13,1,2,6,1,1,2,24,1,0,0,1,10214,9,400,4,4,4,0,4,0,0,0,3,0,1,1,0,-1.0,1,0
5774,0,3,3,6,1,1,1,4,1,1,34,0,2,1,1,5775,14,400,3,4,4,3,6,0,0,0,1,0,1,0,2,-1.0,1,0
11479,7,2,0,6,1,1,1,5,1,1,29,1,0,0,2,11480,16,400,2,4,4,0,6,0,0,0,1,0,1,2,0,-1.0,1,0
6005,5,2,6,13,1,7,6,2,0,2,40,0,2,1,1,6006,5,400,4,4,4,3,5,0,0,0,1,0,1,0,2,-1.0,1,0
14069,8,2,2,13,1,1,9,3,1,1,44,1,1,0,1,14070,5,400,3,4,4,0,6,0,0,0,6,0,1,2,1,-1.0,1,0
12392,10,1,1,2,1,7,11,1,1,2,23,1,0,0,1,12393,1,400,3,4,4,0,4,0,0,0,3,0,1,2,0,-1.0,1,0
14718,4,2,6,13,1,7,5,3,1,1,53,0,0,0,1,14719,5,400,2,4,4,0,6,0,0,0,6,0,1,2,0,-1.0,1,0
12704,0,1,6,17,1,5,1,2,1,1,38,0,0,0,0,12705,8,400,1,4,4,3,7,0,0,0,0,0,1,2,0,-1.0,0,0
7497,10,5,0,17,1,6,10,1,1,1,53,1,0,0,1,7498,5,500,3,4,4,0,6,0,0,0,0,2,2,1,0,-1.0,1,0
7079,3,3,3,17,1,6,4,4,1,2,24,0,2,1,1,7080,10,400,2,4,4,3,4,0,0,0,0,0,1,1,2,-1.0,1,0
9361,1,2,6,13,1,5,2,3,1,2,34,0,1,0,2,9362,14,400,4,4,4,0,6,0,0,0,6,0,1,1,1,-1.0,1,0
7096,4,2,1,17,1,2,4,4,1,2,44,0,1,0,1,7097,14,400,4,4,4,3,5,0,0,0,6,0,1,1,1,-1.0,1,0
13002,2,1,2,17,1,2,3,2,0,1,29,0,0,0,0,13003,13,400,4,4,4,0,6,0,0,0,0,0,1,2,0,-1.0,0,0
6367,2,3,0,13,1,7,3,4,1,1,32,0,1,0,1,6368,1,400,2,4,4,1,5,0,0,0,0,0,1,1,1,-1.0,1,0
7694,9,3,4,13,1,1,10,3,1,1,72,0,2,1,1,7695,2,400,1,4,4,5,7,0,0,0,1,0,1,1,2,-1.0,1,0
6869,1,1,2,9,1,6,2,2,1,1,40,0,1,0,1,6870,4,400,3,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
4953,10,1,0,13,1,6,11,2,1,1,50,0,6,2,5,4954,3,400,1,4,4,1,6,0,0,0,1,0,1,0,0,-1.0,2,0
5011,8,3,0,2,1,6,7,1,1,2,39,0,2,1,1,5012,4,400,3,4,4,3,5,0,0,0,3,0,1,0,2,-1.0,1,0
13410,6,3,2,2,1,7,6,1,1,1,36,0,1,0,1,13411,4,400,1,4,4,1,5,0,0,0,6,0,1,2,1,-1.0,1,0
9567,4,4,1,13,1,7,5,4,1,1,36,1,1,0,1,9568,16,400,1,4,4,1,4,0,0,0,1,0,1,1,1,-1.0,1,0
3238,7,3,4,13,1,2,8,4,1,2,30,0,2,1,1,3239,7,400,2,4,4,3,4,0,0,0,3,0,1,0,2,-1.0,1,0
3115,5,2,3,9,1,1,6,5,1,1,74,0,2,1,1,3116,15,400,4,4,4,1,7,0,0,0,0,0,1,0,2,-1.0,1,0
4390,0,4,0,13,1,2,1,4,1,1,53,0,2,1,1,4391,7,400,4,4,4,0,7,0,0,0,0,0,1,0,2,-1.0,1,0
4735,1,1,1,2,1,6,2,1,1,1,32,1,1,0,2,4736,9,400,2,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,1,0
8454,10,2,6,9,1,1,11,3,1,1,39,0,1,0,2,8455,4,400,1,4,4,1,6,0,0,0,0,0,1,1,1,-1.0,1,0
2123,0,3,1,2,1,7,1,3,1,1,40,0,8,2,5,2124,5,400,3,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,2,0
9986,11,4,4,13,1,2,12,4,1,1,54,0,0,0,0,9987,8,400,2,4,4,3,7,1,0,0,6,0,1,1,0,-1.0,0,0
11115,3,3,5,17,1,2,4,4,1,1,39,0,2,1,1,11116,14,400,2,4,4,1,6,0,0,0,0,0,1,1,2,-1.0,1,0
9298,5,5,6,2,1,5,8,2,1,1,28,0,1,0,1,9299,1,400,1,4,4,3,5,0,0,0,1,0,1,1,1,-1.0,1,0
15088,8,4,0,6,1,2,9,5,0,1,50,0,2,1,1,15089,3,400,4,4,4,5,6,0,0,0,1,0,3,2,2,-1.0,1,0
7024,2,5,5,15,1,6,5,1,1,1,31,0,0,0,2,7025,10,400,2,4,4,1,4,0,0,0,0,0,1,1,0,-1.0,1,0
3791,8,4,4,13,0,1,9,4,1,1,39,0,2,1,2,3792,4,400,1,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
10020,7,5,0,2,1,6,6,2,1,2,41,0,2,1,1,10021,1,400,2,4,4,5,6,0,0,0,3,0,1,1,2,-1.0,1,0
12772,1,1,0,9,1,1,2,3,1,2,30,0,0,0,1,12773,6,400,2,4,4,3,5,0,0,0,3,0,1,2,0,-1.0,1,0
5103,11,2,1,9,0,1,12,4,1,1,34,0,1,0,2,5104,10,400,4,4,4,3,6,0,0,0,0,4,2,0,1,-1.0,1,0
10029,1,3,2,6,1,2,2,4,1,2,26,0,1,0,1,10030,1,400,3,4,4,3,4,0,0,0,6,0,1,1,1,-1.0,1,0
9581,7,2,3,9,0,2,8,3,0,2,36,0,1,0,1,9582,11,400,1,4,4,1,7,0,0,0,6,0,1,1,1,-1.0,1,0
11427,1,3,6,2,1,2,2,4,1,1,61,0,0,0,1,11428,2,400,2,4,4,1,7,0,0,0,3,0,1,2,0,-1.0,1,0
7321,6,4,4,13,1,6,7,4,1,1,50,1,0,0,0,7322,12,400,4,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,0,0
795,11,4,2,6,1,2,12,4,1,1,30,0,2,1,5,796,12,400,3,4,4,3,0,0,0,0,0,0,1,0,2,-1.0,2,0
12830,5,1,1,6,1,5,6,5,0,1,47,0,2,1,1,12831,5,400,3,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,1,0
2725,7,3,1,6,1,2,8,3,0,1,39,0,0,0,5,2726,2,400,4,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,2,0
8102,1,3,4,6,1,6,12,1,1,2,35,0,2,1,1,8103,8,400,3,4,4,1,5,0,0,0,1,0,1,1,2,-1.0,1,0
12328,6,4,5,13,1,1,10,1,0,1,46,0,1,0,1,12329,14,400,4,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,1,0
13999,1,2,2,13,1,7,2,4,1,1,40,1,1,0,1,14000,1,400,1,4,4,3,6,0,0,0,1,0,1,2,1,-1.0,1,0
6666,5,1,2,13,1,2,6,1,1,1,43,0,2,1,5,6667,6,400,4,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,2,0
8022,8,2,4,9,1,5,9,2,1,1,27,0,1,0,2,8023,12,400,1,4,4,5,6,0,0,0,0,4,2,1,1,-1.0,1,0
5751,5,3,2,17,1,6,2,1,0,1,38,0,1,0,1,5752,10,400,4,4,4,3,4,0,0,0,3,0,1,0,1,-1.0,1,0
1642,11,3,0,6,1,2,12,3,1,1,54,0,2,1,2,1643,15,400,2,4,4,5,7,0,0,0,6,0,1,0,2,-1.0,1,0
9024,7,3,3,17,1,2,8,3,1,1,56,0,2,1,2,9025,5,400,1,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
11418,9,5,1,13,1,2,3,1,0,2,34,0,1,0,5,11419,2,400,3,4,4,3,4,0,0,0,1,0,1,2,1,-1.0,2,0
4807,1,3,1,13,1,6,12,2,1,2,31,0,0,0,1,4808,1,400,4,4,4,5,6,0,0,0,0,0,1,0,0,-1.0,1,0
2713,2,1,6,2,1,5,3,2,1,1,48,1,2,1,1,2714,2,400,2,4,4,1,6,0,0,0,6,0,1,0,2,-1.0,1,0
1414,4,1,4,9,1,6,5,2,1,1,36,0,6,2,5,1415,11,400,2,4,4,3,5,0,0,0,0,0,1,0,0,-1.0,2,0
6941,4,2,1,6,1,5,5,2,1,1,61,0,1,0,1,6942,1,400,1,4,4,3,7,0,0,0,1,0,1,1,1,-1.0,1,0
15018,6,3,0,9,1,2,7,4,1,1,61,1,2,1,1,15019,9,400,3,4,4,5,7,0,0,0,1,0,1,2,2,-1.0,1,0
11370,0,5,0,9,1,2,9,1,1,1,52,1,1,0,1,11371,5,400,2,4,4,1,6,0,0,0,0,0,1,2,1,-1.0,1,0
13089,2,1,5,9,0,5,3,3,1,1,40,0,2,1,2,13090,11,400,4,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
268,3,2,1,6,1,2,4,3,1,2,0,0,0,0,5,269,5,400,3,4,4,1,0,0,0,0,0,0,1,0,0,-1.0,2,0
11965,8,1,4,9,1,1,9,2,1,1,53,1,1,0,1,11966,12,400,1,4,4,3,7,1,0,0,0,0,1,2,1,-1.0,1,0
824,9,3,3,5,1,6,10,4,1,1,48,0,0,0,1,825,5,400,2,4,4,3,7,0,0,0,0,0,1,0,0,-1.0,1,0
11774,8,5,5,9,1,1,7,1,1,2,33,1,2,1,2,11775,7,400,4,4,4,0,5,0,0,0,6,0,1,2,2,-1.0,1,0
6127,6,1,3,9,1,2,7,1,1,2,21,0,1,0,1,6128,13,400,3,4,4,1,4,0,0,0,0,0,1,0,1,-1.0,1,0
4571,2,2,1,13,1,6,3,2,1,1,43,1,2,1,2,4572,16,400,2,4,4,5,6,0,0,0,1,0,1,0,2,-1.0,1,0
1263,2,1,1,17,1,6,3,2,1,1,37,0,1,0,2,1264,1,400,4,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
1174,8,2,1,13,1,1,7,2,1,2,43,0,2,1,1,1175,14,400,2,4,4,5,6,0,0,0,0,0,1,0,2,-1.0,1,0
1766,1,3,2,13,1,6,2,4,1,1,44,0,1,0,1,1767,7,400,3,4,4,5,6,0,0,0,6,0,1,0,1,-1.0,1,0
2066,11,4,4,9,1,2,12,4,0,1,59,0,1,0,0,2067,13,400,2,4,4,1,5,0,0,0,0,0,1,0,1,-1.0,0,0
14064,6,5,0,13,1,2,6,1,1,1,56,0,1,0,1,14065,13,400,1,4,4,0,6,0,0,0,0,0,1,2,1,-1.0,1,0
7951,5,1,6,6,1,7,6,2,1,1,46,0,0,0,5,7952,8,400,2,4,4,3,7,0,1,0,3,0,1,1,0,-1.0,2,0
4044,9,1,3,13,1,2,10,3,1,1,45,0,0,0,2,4045,8,400,1,4,4,0,7,0,0,0,0,0,1,0,0,-1.0,1,0
12196,7,4,2,6,0,6,8,5,1,1,41,0,2,1,2,12197,10,400,3,4,4,3,5,0,0,0,1,0,1,2,2,-1.0,1,0
2996,8,2,4,13,0,6,9,3,1,1,27,0,2,1,1,2997,16,400,1,4,4,3,4,0,0,0,6,0,1,0,2,-1.0,1,0
1280,11,1,5,9,1,5,12,2,1,2,44,0,2,1,2,1281,3,400,3,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
9496,10,3,1,13,1,5,11,4,1,1,42,1,1,0,1,9497,1,400,3,4,4,0,6,0,0,0,3,0,1,1,1,-1.0,1,0
13344,8,3,5,13,1,6,9,3,1,1,51,0,2,1,2,13345,1,400,1,4,4,1,7,0,0,0,3,0,1,2,2,-1.0,1,0
15393,4,1,6,9,1,1,5,2,1,1,39,0,1,0,1,15394,6,400,4,4,4,3,6,0,0,0,1,4,2,2,1,-1.0,1,0
714,5,2,5,17,1,7,6,2,1,1,36,0,1,0,2,715,14,500,1,4,4,1,6,0,0,0,0,2,2,0,1,-1.0,1,0
14315,5,2,1,2,1,6,6,2,1,1,37,0,2,1,1,14316,9,400,3,4,4,1,6,0,0,0,0,0,1,2,2,-1.0,1,0
3052,5,4,5,9,1,2,2,1,1,2,26,1,4,1,5,3053,2,400,4,4,4,0,5,0,0,0,0,0,1,0,1,-1.0,2,0
6567,8,2,6,2,1,7,9,2,1,2,30,0,2,1,1,6568,3,400,4,4,4,0,5,0,0,0,1,0,1,1,2,-1.0,1,0
11806,6,5,4,13,1,2,6,1,1,1,62,0,1,0,1,11807,5,400,4,4,4,3,4,0,0,0,6,0,1,2,1,-1.0,1,0
6383,1,2,6,6,1,7,2,2,1,1,53,1,2,1,1,6384,16,400,4,4,4,3,7,0,0,0,0,0,1,1,2,-1.0,1,0
5340,4,3,0,17,1,1,5,3,1,1,39,0,2,1,1,5341,4,400,1,4,4,3,6,0,0,0,3,0,1,0,2,-1.0,1,0
4520,7,3,4,2,1,6,8,4,0,1,41,0,2,1,2,4521,12,400,3,4,4,3,6,0,0,0,0,0,1,0,2,-1.0,1,0
5702,9,2,1,6,1,6,10,2,1,2,28,0,2,1,2,5703,8,400,3,4,4,0,5,0,0,0,1,0,1,0,2,-1.0,1,0
14456,9,4,4,6,1,2,10,4,1,2,29,0,1,0,2,14457,11,400,4,4,4,0,5,0,0,0,1,0,1,2,1,-1.0,1,0
7311,5,1,6,13,1,5,6,1,1,1,26,0,0,0,0,7312,7,400,1,4,4,1,4,0,0,0,0,0,1,1,0,-1.0,0,0
6544,10,3,6,17,1,1,11,4,0,1,55,1,1,0,1,6545,16,400,2,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
1695,8,5,3,13,1,5,7,1,1,1,36,0,2,1,2,1696,5,400,1,4,4,3,5,0,0,1,1,0,1,0,2,-1.0,1,0
2709,11,3,5,6,1,2,12,4,1,1,33,0,0,0,2,2710,2,400,2,4,4,3,5,0,0,0,0,4,2,0,0,-1.0,1,0
2215,4,3,5,13,1,7,5,4,1,2,43,1,2,1,2,2216,16,400,3,4,4,1,7,0,0,0,3,0,1,0,2,-1.0,1,0
15224,10,2,2,17,1,7,11,3,1,2,35,0,2,1,5,15225,2,400,1,4,4,5,6,0,0,0,0,0,1,2,2,-1.0,2,0
502,0,2,2,6,1,2,1,3,1,2,35,0,4,1,5,503,9,400,4,4,4,0,6,0,0,0,0,0,1,0,1,-1.0,2,0
976,10,2,4,9,0,2,11,3,1,1,41,1,0,0,1,977,5,400,1,4,4,0,6,0,0,0,0,0,1,0,0,-1.0,1,0
1017,1,3,6,9,1,2,2,4,1,1,40,0,1,0,1,1018,15,400,1,4,4,3,4,0,0,0,6,0,1,0,1,-1.0,1,0
5526,6,4,4,13,1,5,7,4,1,1,64,0,2,1,2,5527,13,400,4,4,4,3,7,0,0,0,6,0,1,0,2,-1.0,1,0
9206,9,3,5,9,1,6,10,3,1,2,38,0,2,1,2,9207,9,400,1,4,4,1,6,0,0,0,1,0,1,1,2,-1.0,1,0
15173,11,1,1,13,1,2,12,1,1,1,54,0,2,1,2,15174,2,400,2,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,1,0
3680,4,2,0,6,1,1,5,2,1,2,29,1,0,0,1,3681,1,400,3,4,4,3,5,0,0,0,6,0,1,0,0,-1.0,1,0
10111,4,4,0,17,1,7,4,1,1,1,33,1,0,0,1,10112,9,400,4,4,4,3,6,0,0,0,6,0,1,1,0,-1.0,1,0
4048,1,1,6,6,1,1,2,1,1,2,22,0,4,1,5,4049,15,400,4,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,2,0
826,4,4,1,6,1,5,4,1,1,2,22,1,4,1,5,827,2,400,4,1,3,0,5,0,0,0,0,0,1,0,1,-1.0,2,0
8219,8,2,2,18,1,5,9,3,1,1,46,0,1,0,2,8220,13,400,3,4,4,3,7,0,0,0,6,0,1,1,1,-1.0,1,0
12736,3,4,6,6,1,5,4,4,1,1,41,0,1,0,3,12737,7,400,2,4,4,3,6,0,0,0,0,0,1,2,1,-1.0,2,0
9634,8,3,1,2,1,7,6,1,1,1,33,1,1,0,1,9635,15,400,1,4,4,0,5,0,0,0,0,0,1,1,1,-1.0,1,0
6405,1,1,2,2,1,5,2,3,1,1,58,0,2,1,3,6406,11,400,2,4,4,5,7,0,0,0,0,4,2,1,2,-1.0,2,0
12214,11,2,2,13,1,7,12,2,1,1,54,1,0,0,1,12215,13,700,3,4,4,0,7,0,0,0,0,0,1,2,0,-1.0,1,0
6032,9,3,3,13,1,7,10,4,1,2,23,0,2,1,1,6033,4,400,1,4,4,3,1,0,0,0,0,0,1,0,2,-1.0,1,0
11735,11,4,1,2,1,2,12,4,1,1,27,0,1,0,1,11736,8,400,3,4,4,1,5,0,0,0,0,0,1,2,1,-1.0,1,0
4362,10,2,0,17,1,6,11,2,1,1,43,0,2,1,2,4363,11,400,4,4,4,0,6,0,0,0,0,0,1,0,2,-1.0,1,0
8341,8,5,1,13,1,5,7,3,0,1,42,0,1,0,1,8342,15,400,2,4,4,0,6,0,0,0,0,0,1,1,1,-1.0,1,0
15256,8,4,1,13,1,6,9,4,1,1,31,1,1,0,2,15257,10,400,1,3,3,0,5,0,0,0,0,0,1,2,1,-1.0,1,0
14570,2,2,6,17,1,6,3,2,1,1,27,0,1,0,1,14571,12,700,4,4,4,1,6,0,0,0,6,0,1,2,1,-1.0,1,0
5044,5,2,5,17,0,6,11,2,1,2,41,1,0,0,0,5045,8,400,1,4,4,1,6,0,0,0,0,0,1,0,0,-1.0,0,0
14559,2,1,5,6,1,6,3,1,1,1,39,0,2,1,2,14560,1,400,4,4,4,5,6,0,0,0,6,0,1,2,2,-1.0,1,0
10165,1,1,2,13,1,5,2,2,1,2,23,0,1,0,2,10166,15,400,1,4,4,1,4,0,0,0,3,0,1,1,1,-1.0,1,0
597,6,3,0,9,1,7,7,4,1,1,33,1,1,0,1,598,12,400,1,4,4,1,5,0,0,0,6,0,1,0,1,-1.0,1,0
2715,4,2,5,17,1,6,5,3,0,1,39,1,2,1,1,2716,3,400,4,4,4,3,6,0,0,0,6,0,1,0,2,-1.0,1,0
27,8,3,3,0,1,1,9,4,1,1,42,0,0,0,2,28,1,400,3,4,4,3,6,0,0,0,1,0,1,0,0,-1.0,1,0
14699,9,2,3,17,1,5,10,3,1,1,34,0,1,0,1,14700,2,400,2,4,4,3,5,0,0,0,0,0,1,2,1,-1.0,1,0
8269,2,2,1,17,1,5,3,5,1,1,35,0,1,0,5,8270,2,400,4,4,4,3,6,1,0,1,0,0,1,1,1,-1.0,2,0
9551,5,2,5,6,1,6,6,2,1,1,54,0,2,1,2,9552,12,400,3,4,4,3,6,0,0,0,6,0,1,1,2,-1.0,1,0
2377,0,4,1,13,1,6,1,4,1,1,42,0,2,1,2,2378,2,400,2,4,4,5,6,0,0,0,6,0,1,0,2,-1.0,1,0
11364,10,2,0,13,1,2,3,1,1,2,23,0,0,0,1,11365,15,400,2,4,4,3,1,0,0,0,0,0,1,2,0,-1.0,1,0
11729,0,3,2,6,1,2,1,3,1,1,34,0,1,0,1,11730,9,400,1,4,4,5,6,0,0,0,6,0,1,2,1,-1.0,1,0
3153,5,3,5,13,1,7,6,3,1,1,38,0,1,0,1,3154,15,400,2,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,1,0
13264,3,4,0,13,1,2,4,5,1,1,58,0,2,1,2,13265,8,400,4,4,4,3,7,0,0,0,1,0,1,2,2,-1.0,1,0
11995,3,3,0,17,1,1,4,3,1,1,32,0,2,1,2,11996,4,400,1,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
4587,5,4,5,9,1,7,6,4,1,1,40,0,1,0,1,4588,7,400,2,4,4,1,6,0,0,0,6,0,1,0,1,-1.0,1,0
12266,0,4,6,13,1,1,9,1,0,2,34,0,0,0,0,12267,1,400,2,4,4,0,5,0,0,0,1,0,1,2,0,-1.0,0,0
10997,0,2,2,17,1,7,1,2,0,1,44,0,1,0,1,10998,6,400,1,4,4,3,7,0,0,0,1,0,1,1,1,-1.0,1,0
14735,8,4,5,17,1,7,9,4,1,1,78,1,0,0,0,14736,1,400,4,4,4,1,7,0,0,0,1,0,1,2,0,-1.0,0,0
1918,3,2,2,6,1,2,4,2,1,1,47,0,2,1,1,1919,9,400,2,4,4,1,6,0,0,0,1,0,1,0,2,-1.0,1,0
13101,0,4,4,5,1,1,1,5,1,1,38,1,2,1,2,13102,7,400,1,4,4,3,7,1,0,0,6,0,1,2,2,-1.0,1,0
858,1,4,1,13,1,6,2,4,1,2,49,0,6,2,5,859,8,400,1,4,4,3,7,0,0,0,6,0,1,0,0,-1.0,2,0
7268,0,3,4,13,1,5,1,3,1,1,49,0,2,1,2,7269,4,400,1,4,4,1,7,0,0,0,3,0,1,1,2,-1.0,1,0
4627,0,1,4,6,0,7,1,3,1,1,32,1,1,0,1,4628,3,400,4,4,4,3,3,0,0,0,1,0,1,0,1,-1.0,1,0
4025,1,5,6,2,1,7,2,5,1,1,64,0,1,0,2,4026,11,400,3,4,4,1,5,0,0,0,3,0,1,0,1,-1.0,1,0
13170,6,4,1,0,1,2,6,1,1,1,34,1,2,1,2,13171,7,400,3,4,4,3,6,0,0,0,0,0,1,2,2,-1.0,1,0
5274,0,2,2,9,0,6,1,3,1,1,31,0,1,0,2,5275,13,400,4,3,4,0,5,0,0,0,1,0,1,0,1,-1.0,1,0
7193,10,3,0,9,1,6,11,3,1,1,50,1,0,0,1,7194,6,400,3,4,4,0,7,0,0,0,3,0,1,1,0,-1.0,1,0
5035,5,2,1,13,1,6,6,2,1,2,30,1,0,0,1,5036,3,400,3,4,4,1,6,0,0,0,3,0,1,0,0,-1.0,1,0
1135,10,4,0,13,1,1,11,5,1,1,34,0,0,0,2,1136,11,400,2,4,4,3,6,0,0,0,3,0,1,0,0,-1.0,1,0
7057,4,2,1,5,1,7,5,2,1,1,27,0,1,0,3,7058,5,400,3,4,4,5,6,0,0,0,3,0,1,1,1,-1.0,2,0
3022,1,5,5,9,1,6,2,5,1,1,58,0,1,0,1,3023,15,400,1,4,4,1,7,0,0,0,0,0,1,0,1,-1.0,1,0
8006,2,2,2,0,1,5,3,3,1,1,41,0,1,0,1,8007,4,400,3,4,4,3,6,1,0,0,0,0,1,1,1,-1.0,1,0
1281,2,3,3,9,1,2,3,3,1,2,21,0,2,1,2,1282,1,400,4,4,4,3,5,0,0,1,0,0,1,0,2,-1.0,1,0
906,10,1,3,9,1,1,10,3,1,2,28,0,1,0,1,907,11,400,2,4,4,5,6,0,0,0,0,0,1,0,1,-1.0,1,0
8445,6,1,1,9,1,5,7,2,1,2,39,0,2,1,1,8446,3,400,1,4,4,3,7,0,0,0,1,0,1,1,2,-1.0,1,0
12459,9,2,6,17,1,2,10,3,1,2,28,0,2,1,1,12460,11,400,2,4,4,1,5,0,0,0,3,0,1,2,2,-1.0,1,0
2923,1,4,1,13,1,6,2,4,1,1,41,0,1,0,1,2924,16,400,4,4,4,3,6,0,0,0,0,0,1,0,1,-1.0,1,0
8115,9,3,3,17,1,2,10,3,1,2,22,0,2,1,1,8116,9,400,3,4,4,3,4,0,0,0,0,0,1,1,2,-1.0,1,0
4661,11,1,3,6,1,7,12,2,0,1,40,0,2,1,1,4662,9,400,2,4,4,1,5,0,0,0,1,0,1,0,2,-1.0,1,0
7985,5,4,3,0,1,2,2,1,1,1,53,0,0,0,2,7986,8,400,3,4,4,0,7,0,0,0,0,0,1,1,0,-1.0,1,0
7977,1,3,6,13,1,6,2,4,0,1,33,0,1,0,1,7978,15,400,1,4,4,3,6,0,0,0,6,0,1,1,1,-1.0,1,0
